"","X.1","X","author_name","author_url","language","place_id","profile_photo_url","rating","relative_time_description","text","time","cleaned_text","text_tag","nooffoodtags","tag_american","tag_mediterranean","tag_caribbean","tag_vegan","tag_fast.food","tag_breweries","tag_sum","tag_bars","tag_french","tag_soup","tag_bagels","tag_vietnamese","tag_italian","tag_steakhouses","tag_burgers","tag_hawaiian","tag_chicken.wings","tag_middle.eastern","tag_comfort.food","tag_food.trucks","tag_salad","tag_southern","tag_karaoke","tag_sandwiches","tag_soul.food","tag_greek","tag_cheesesteaks","tag_poke","tag_vegetarian","tag_gluten.free","tag_desserts","tag_breakfast.brunch","tag_diners","tag_mexican","tag_tex.mex","tag_delis","tag_hot.dogs","tag_chinese","tag_barbeque","tag_buffets","tag_thai","tag_noodles","tag_wraps","tag_asian.fusion","tag_cafes","tag_donuts","tag_pizza","tag_japanese","tag_indian","tag_korean","tag_local.flavor","tag_seafood","Latitude","Longitude","state","city","zipCode","address","name"
"2564",2564,2564,"ken drewnowski","https://www.google.com/maps/contrib/108041830508848725428/reviews","en","ChIJrUZNAqgSK4cRnf_ia8a9HuI","https://lh4.googleusercontent.com/-BPN2edjyhHw/AAAAAAAAAAI/AAAAAAAAADM/zMjemx6QlEk/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",5,"a week ago","this place is great, new mexican food, the portions are huge and the food is always delicious. is a spicy treat. they have quite a bit of outdoor seating which is great when it's nice out",1553792587,"place great new mexican food portion huge food alway delici spici treat quit bit outdoor seat great nice"," mexican",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5305927,-112.0471838,"AZ","phoenix","85016","6339 N 16th St","richardson's cuisine of new mexico"
"2565",2565,2565,"melissa wanslee","https://www.google.com/maps/contrib/117052249460728319777/reviews","en","ChIJPfzAqGENK4cR9q-MKr9pQY4","https://lh5.googleusercontent.com/-SsvAuIHej5c/AAAAAAAAAAI/AAAAAAAAHUg/0oUN_zz7lJs/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",5,"a week ago","always get the crab louie salad.  it???s fresh and large enough to be an entree.  i ask for double the crab over 1/2 crab and 1/2 shrimp.  i usually ask for double the dressing as the thousand island dressing is the best!  did not do it the last time and regretted that decision.  crusty bread and butter is always a hit and server is very generous with extras if you want it.   this restaurant is our family???s go to place for raw oysters and crab louie.",1553475010,"alway get crab louie salad fresh larg enough entre ask doubl crab crab shrimp usual ask doubl dress thousand island dress best last time regret decis crusti bread butter alway hit server veri generous extra want restaur famili go place raw oyster crab louie"," salad",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5100489,-112.0450226,"AZ","phoenix","85016","1720 E Camelback Rd","bluewater grill seafood restaurant & market"
"2566",2566,2566,"scott baker","https://www.google.com/maps/contrib/104266518699810285583/reviews","en","ChIJPfzAqGENK4cR9q-MKr9pQY4","https://lh4.googleusercontent.com/-sn0YoOE999w/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reqv1NiIYohN1_aFQxO8w0NyOZ6SA/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",5,"a week ago","excellent dinner. took my wife for our anniversary she loves seafood i don't. i had the brick chicken it was awesome. she had the oasters rockefeller and loved them. our server, cliff was extremely knowledgeable on the menu and very attentive.",1553398044,"excel dinner took wife anniversari love seafood brick chicken awesom oaster rockefel love server cliff extrem knowledg menu veri attent"," seafood",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.5100489,-112.0450226,"AZ","phoenix","85016","1720 E Camelback Rd","bluewater grill seafood restaurant & market"
"2567",2567,2567,"bethany culp","https://www.google.com/maps/contrib/112654671632969184890/reviews","en","ChIJy5p2MJGYK4cR85OAVAE5zlU","https://lh6.googleusercontent.com/-IwJn5WZg3r4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf57Z1EljhMFmgSj_6OgLWwBoD9DQ/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"2 months ago","we have purchased pizza from papa murphy???s franchises for years. we won???t be purchasing from the fountain hills location again. i received an email today advertising a special on the nyxl for $8.00. the owner would not honor the advertised special because we had not ordered the pizza on line. no where did the email state that the special price applied only to on line orders. the difference in price was $1.00. so, the owner of this location would rather lose a steady customer than honor a corporate promotion?  with that commitment to customer service i expect this location to close soon. i won???t be back.",1548024934,"purchas pizza papa murphi franchis year purchas fountain hill locat receiv email today advertis special nyxl owner would honor advertis special becaus order pizza line email state special price appli onli line order differ price owner locat would rather lose steadi custom honor corpor promot commit custom servic expect locat close soon back"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.6084782,-111.7295907,"AZ","fountain hills","85268","13525 N Fountain Hills Blvd","papa murphy's take 'n' bake pizza"
"2568",2568,2568,"terry hamilton","https://www.google.com/maps/contrib/103409773511787362938/reviews","en","ChIJy5p2MJGYK4cR85OAVAE5zlU","https://lh4.googleusercontent.com/-4YUa5ehIUt4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdomcZmwWB08clnlnre9eyL7bTufA/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"3 months ago","we were out-of-town rvers camping at mcdowell mountain park. we googled pizza near me and selected papa murphy's from the reviews. because we were not towing a car, we had to break camp and drive our motor home into town. when we got to their location, my wife went inside to get a menu. they didn't have one, so she took pictures of their menu display. she then asked for their telephone number, so we could call them from our rv when we decided. they didn't know the number. after some time in the back room, they came back with a business card.

i called our order in from the rv. since it took over twenty minutes to get back to camp, we decided to eat our pizza in the rv, and then go back to camp. when i went in to get our dinner, i presented with an uncooked pizza. i was confused. every pizza place i had ever been to during my 60-some years served cooked pizzas. i was told if i didn't want it that was ok and i could go to pizza hut down the street. (hind site, i wish i had done that.) it looked so good that i decided to take it.

we cooked the pizza on our grill following their directions to the ""t"". five minutes before it was supposed to be done, i lifted the pizza up to see if the crust was getting brown. the crust was beyond the brown color and had advanced to black. the cardboard tray, that was to remain under the pizza during the grilling, was on fire. i turned off the propane and quickly slid the charred pizza on to a cutting board.

the crust was inedible, so i scraped my topping off the crust and rolled it up into a tortilla. it was really pretty good. our dogs love pizza crust, but they walked away from tonight's charcoal bits. the one star i gave is from me. my dogs gave it zero stars.",1544930163,"town rver camp mcdowel mountain park googl pizza near select papa murphi review becaus tow car break camp drive motor home town got locat wife went insid get menu one took pictur menu display ask telephon number could call rv decid know number time back room came back busi card call order rv sinc took twenti minut get back camp decid eat pizza rv go back camp went get dinner present uncook pizza confus everi pizza place ever dure year serv cook pizza told want ok could go pizza hut street hind site wish done look good decid take cook pizza grill follow direct five minut befor suppos done lift pizza see crust get brown crust beyond brown color advanc black cardboard tray remain pizza dure grill fire turn propan quick slid char pizza cut board crust ined scrape top crust roll tortilla realli pretti good dog love pizza crust walk away tonight charcoal bit one star gave dog gave zero star"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.6084782,-111.7295907,"AZ","fountain hills","85268","13525 N Fountain Hills Blvd","papa murphy's take 'n' bake pizza"
"2569",2569,2569,"susan shasky","https://www.google.com/maps/contrib/112625949647267153235/reviews","en","ChIJy5p2MJGYK4cR85OAVAE5zlU","https://lh4.googleusercontent.com/-Wo5SczYV_UI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd8Lo_0-Vy_KKSz4qMTP1t5OvWXAw/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"4 months ago","last thursday, we ordered a murphy's favorite pizza, and it was one of the best pizzas we've ever had! they always do a great job on their pizzas! thank you!",1543773791,"last thursday order murphi favorit pizza one best pizza ever alway great job pizza thank"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.6084782,-111.7295907,"AZ","fountain hills","85268","13525 N Fountain Hills Blvd","papa murphy's take 'n' bake pizza"
"2570",2570,2570,"omar vargas","https://www.google.com/maps/contrib/100755072171876261651/reviews","en","ChIJy5p2MJGYK4cR1k48hMsNFxI","https://lh5.googleusercontent.com/-m2sZf3CK9Gc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re5fYcRhPwQKaSwP4Tta5rxPOuB-A/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",5,"2 months ago","great fast mexican food. has a drive thru. they serve alcohol here. so enjoy some mexican food and a cocktail. always fresh. friendly staff. super clean establishment. you won't be disappointed.",1549323486,"great fast mexican food drive thru serv alcohol enjoy mexican food cocktail alway fresh friend staff super clean establish disappoint"," mexican",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.608582,-111.72957,"AZ","fountain hills","85268","13525 N Fountain Hills Blvd","senor taco 2"
"2571",2571,2571,"vince imp","https://www.google.com/maps/contrib/107709409216089392056/reviews","en","ChIJy5p2MJGYK4cR1k48hMsNFxI","https://lh4.googleusercontent.com/-ZEIPaRCoOQE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reoj9si4ASlrXdSxUzr7OS08KPGOQ/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",5,"3 months ago","this location is just as good choice for mexican style fast food as the other in town. adult beverages are available here. the rice for some reason seems better to me here and the fish tacos are just as good. i like the ppl her a little more just seem more friendly and less rushed like the location closer to the highway. they remember folks and seem to have more regulars here from the neighborhood. bigger inside than the other location and other than when the high school kids/lunch rush is going the place is usually not overly crowded.",1544202040,"locat good choic mexican style fast food town adult beverag avail rice reason seem better fish taco good like ppl littl seem friend less rush like locat closer highway rememb folk seem regular neighborhood bigger insid locat high school kid lunch rush go place usual crowd"," mexican fastfood",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.608582,-111.72957,"AZ","fountain hills","85268","13525 N Fountain Hills Blvd","senor taco 2"
"2572",2572,2572,"k a baker","https://www.google.com/maps/contrib/108538292675123920717/reviews","en","ChIJLYUfY2CiK4cRJsFqHVYZsdY","https://lh4.googleusercontent.com/-hdaK_P0l8xc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc9g6cQo0Pi4YrJ-RZ6MgZkVmGd1g/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",5,"a month ago","service and food are always great here. the thin crust pizza and salads are done perfectly. great selection of drinks, sandwiches, pastas and salads...can't go wrong here!",1551113486,"servic food alway great thin crust pizza salad done perfect great select drink sandwich pasta salad go wrong"," pizza sandwiches salad",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.5727777,-111.7156477,"AZ","fountain hills","85268","16841 E Shea Blvd","streets of new york pizza"
"2573",2573,2573,"anthony palato","https://www.google.com/maps/contrib/103213860078297069679/reviews","en","ChIJLYUfY2CiK4cRJsFqHVYZsdY","https://lh3.googleusercontent.com/-mYEapb8-glU/AAAAAAAAAAI/AAAAAAAAB2s/0AjBQCQAF3s/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",5,"4 months ago","easy to get a seat most times of the day or night. food is very good including lasagna, pizza and spaghetti. passion bread is very good as well.",1543465681,"easi get seat time day night food veri good includ lasagna pizza spaghetti passion bread veri good well"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.5727777,-111.7156477,"AZ","fountain hills","85268","16841 E Shea Blvd","streets of new york pizza"
"2574",2574,2574,"diana arreola","https://www.google.com/maps/contrib/106729526468853274926/reviews","en","ChIJN8jykkAQK4cRpoK148ip1Po","https://lh4.googleusercontent.com/-tbKYsQlWoPk/AAAAAAAAAAI/AAAAAAAAABI/1_VanTv7o_g/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"2 weeks ago","the best seafood everrrrrrr..??????????????",1552783238,"best seafood everrrrrrr"," seafood",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.38344,-112.072986,"AZ","phoenix","85042","6845 S Central Ave","playas del novillero"
"2575",2575,2575,"jaime orozco","https://www.google.com/maps/contrib/113379188159993821541/reviews","en","ChIJN8jykkAQK4cRpoK148ip1Po","https://lh4.googleusercontent.com/-fHr22f2qjdg/AAAAAAAAAAI/AAAAAAAAATk/oZ7-gwiUckE/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"2 months ago","great place to eat. atmosphere is good too. live karaoke n band on weekends.",1548209684,"great place eat atmospher good live karaok band weekend"," karaoke",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.38344,-112.072986,"AZ","phoenix","85042","6845 S Central Ave","playas del novillero"
"2576",2576,2576,"eliab gallarzo","https://www.google.com/maps/contrib/101283420258154284928/reviews","en","ChIJxwcJOEcQK4cRa9B__9XZgRs","https://lh6.googleusercontent.com/-1xPNejTYYPA/AAAAAAAAAAI/AAAAAAAAC30/ULAJcmJdXrA/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",5,"2 weeks ago","one of the best mexican candy store",1552792510,"one best mexican candi store"," mexican",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.386077,-112.072986,"AZ","phoenix",NA,"4241","dulceria la bonita wholesale"
"2577",2577,2577,"candice smith","https://www.google.com/maps/contrib/110309846485367766802/reviews","en","ChIJ0xtoSjiuK4cRVlO0JplTcNo","https://lh3.googleusercontent.com/-k12bOgbYl70/AAAAAAAAAAI/AAAAAAAAAN8/AcyHv5ywVnc/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",5,"3 weeks ago","i love bahaba bucks!! i've been to multiple locations and it's always so good! if i get shaved ice i like it with cream or with ice cream! i've also had their smoothies and flavored drinks, they are so good! best treat during our hot summers!",1552515377,"love bahaba buck multipl locat alway good get shave ice like cream ice cream also smoothi flavor drink good best treat dure hot summer"," sum",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3753515,-111.6872105,"AZ","mesa","85209","2235 S Power Rd","bahama buck's"
"2578",2578,2578,"bathsheba baldwin","https://www.google.com/maps/contrib/114923633526579672536/reviews","en","ChIJ0xtoSjiuK4cRP2BnG8YRxSU","https://lh3.googleusercontent.com/-14XVi9eWrhg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reTr-Du90dPTxqDl7clv_LGPdb5GQ/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg",5,"2 weeks ago","we have been to this place twice. once for a vegan group luncheon, and we loved it so much that we came back for the breakfast. there were plenty of options which is such a delight when looking for non-sad breakfasts. they also have vegan pastries which unfortunately, on both times we've gone, all were made with refined sugar. their fb page said we could ask for one made with whole foods, but when we did at the cafe, they said they only make them with refined sugars. even the date bar had added refined sugar in it. we would probably visit this place more often, but its a 40 min drive for us to get there. i'd love to go in the evening some time when they have a local band playing, but i bet it gets a bit crowded. they also have board games, books on plant based diets and organic wine/beer. the menu states they look for local sources for their ingredients- which is fantastic!",1553062319,"place twice onc vegan group luncheon love much came back breakfast plenti option delight look non sad breakfast also vegan pastri unfortun time gone made refin sugar fb page said could ask one made whole food cafe said onli make refin sugar even date bar ad refin sugar would probabl visit place often min drive us get love go even time local band play bet get bit crowd also board game book plant base diet organ wine beer menu state look local sourc ingredi fantast"," vegan",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3750304,-111.687177,"AZ","mesa","85209","2235 S Power Rd","the cutting board bakery & cafe"
"2579",2579,2579,"ron steege","https://www.google.com/maps/contrib/118068251237969835690/reviews","en","ChIJ0xtoSjiuK4cRP2BnG8YRxSU","https://lh3.googleusercontent.com/-UXv-KBhtND0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdziTbt5Ie4VsJ8s9lM1MISsT5qmQ/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",5,"2 months ago","had dinner with my wife and 7 yr old day daughter tonight. the atmosphere was cool and the bathrooms were clean. the employees were friendly and engaged with us. i found out the ownership changed about 4 months ago. most vegan places we go are glorified asian places. but this restaurant has original dishes that are really good. i enjoyed the enchilada, my wife had the pretzel blt. she remarked that it was one of the best vegan sandwiches she had enjoyed in a long time. my daughter enjoyed the cheese pizza, and she's really picky. she also really loved the cookie dough cupcake. prices were what i expected - some will say its expensive, but actually they are right on target based on the ingredients and quality. my wife's sandwich was $12 and included fries. we will definitely be back.",1547863764,"dinner wife yr old day daughter tonight atmospher cool bathroom clean employe friend engag us found ownership chang month ago vegan place go glorifi asian place restaur origin dish realli good enjoy enchilada wife pretzel blt remark one best vegan sandwich enjoy long time daughter enjoy chees pizza realli picki also realli love cooki dough cupcak price expect say expens actual right target base ingredi qualiti wife sandwich includ fri definit back"," pizza sandwiches vegan",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.3750304,-111.687177,"AZ","mesa","85209","2235 S Power Rd","the cutting board bakery & cafe"
"2580",2580,2580,"mike charles","https://www.google.com/maps/contrib/106589706114239689991/reviews","en","ChIJ0xtoSjiuK4cRP2BnG8YRxSU","https://lh5.googleusercontent.com/-j2bxiBEAbbY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reS84MksY5YtWd7i-1LrGrfgBPC_g/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg",2,"a month ago","overpriced, mediocre food experience. my wife ordered the ???vegan burger???, which was more like eating a layer of beans on bread. i had the roasted veggie wrap, which had not one roasted vegetable inside. instead, it was like a veggie wrap you would order from subway (but not as good). 

it was a rainy day, and we wanted a cup of soup. alas, no soup was made (and we were here at the peak lunch hour - 12:30). 

when we were done the lady asked us how our food was. when we said, it was alright (with body language saying we were being generous) she simply replied, ???good.??? no level of personal pride or sense of culinary excellence. 

the dining area looked clean and the staff seemed to be following food safety standards; which is my reason for giving two stars instead of one. 

i suggest you keep looking rather than try this disappointing cafe. you won???t be happy.",1550779462,"overpr mediocr food experi wife order vegan burger like eat layer bean bread roast veggi wrap one roast veget insid instead like veggi wrap would order subway good raini day want cup soup ala soup made peak lunch hour done ladi ask us food said alright bodi languag say generous simpli repli good level person pride sens culinari excel dine area look clean staff seem follow food safeti standard reason give two star instead one suggest keep look rather tri disappoint cafe happi"," vegan soup",2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3750304,-111.687177,"AZ","mesa","85209","2235 S Power Rd","the cutting board bakery & cafe"
"2581",2581,2581,"steve de swart","https://www.google.com/maps/contrib/115870692249120160024/reviews","en","ChIJLyRg0MivK4cRhbF5T3jVQIE","https://lh6.googleusercontent.com/-bivxN_hVlq4/AAAAAAAAAAI/AAAAAAAAbGI/V0qcBs-BeNk/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",5,"a month ago","my favorite mexican food. i almost had tears in my eyes from how good the enchiladas tasted!
you can smell the fresh cooked chips half a block away and they are amazing.
very good service. there can be a wait in the evenings, so get there before you get too hungry or the incredibly good smells will drive you nuts.",1551540772,"favorit mexican food almost tear eye good enchilada tast smell fresh cook chip half block away amaz veri good servic wait even get befor get hungri incred good smell drive nut"," mexican",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3965686,-111.6842638,"AZ","mesa","85208","1021 S Power Rd","serrano's mexican food restaurants"
"2582",2582,2582,"john 1:1-14","https://www.google.com/maps/contrib/102748013974783165027/reviews","en","ChIJo7reIOqDyokRtFhavWoSmTI","https://lh4.googleusercontent.com/-mKeKV5pwnF0/AAAAAAAAAAI/AAAAAAAAAQ4/Pxg7K3G5Hns/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"a year ago","read my original review below, look at how johnson city fox pizza handles their problems.
mara piccone-we used to order fox pizza from university parkway, johnson city tn weekly or twice a wk. they used to do great job. long ago, if they made mistakes, we call them, they would apologize & fix the problem. that has won our hearts & we kept ordering weekly, generous w/ tips. that changed 2 months ago. i drove on way home, i called.  i'm hearing impaired, asked girl on phone speak clearly, i couldn't understand. her tone became unbelievably rude, she then sarcasticlly spoke loudly. in shock, i didn't say anything & hung up on her. very first time, we didn't order entire month.  finally last month, i moved on, tried order once again. i requested extra tomato sauce on all of'em. pizza delivery arrived; all 3 boxes of pizza was a mess, tossed to side like it was dropped sideways while hot. upset but i decided to let it go. then as we ate 'em we noticed it's not extra sauce, in matter of fact, they all was very very very thinly sauce, almost as if they are out of sauce & they put on what they had left. frustrated, my husband called for me & he filled them in on everything mentioned. then manager lied, he said: i made pizza myself, that was extra sauce. he did not apologize for rude girl or for messing up our pizza. we are looking right at barely any sauce pizza while this manager lied. very insulting.  my 6yrs old daughter cried, she miss fox pizza & she wants to order pizza again. she asked me if it matters if anyone was hateful or if they gets our order wrong, why never come back again. my heart breaks for my little girl but i have to set example to stand our ground because it does matter!  ignorance to disability is not okay, bad customer service is not okay. what i want to know is this, now you seen this review, what are you going to do about it? you just lost $40-$80 weekly from us because of your rude and arrogant employees. are you okay with this kind of behavior and terrible customer relationship at your business?
response from the owner-well i'm very sorry about your past experiences this is the first we have heard about this. it is also very hard to hear on the phones with the oven running hood vent and so on. if you could call and ask for a manger i surely promise that this situation would be handled. we don't know if we're doing something wring unless someone tells us. all mangers make the orders and if someone s orders it a certain way i assure you that it's made the way that's it's ordered we've all been together for 4 years and we take pride in our service.
mara piccone-see their reply to my previous review. exactly what i am talking about. you ignored the problem; didn't bother to resolve it instead you tried to justify your employee's incompetent. i wouldn't be surprised if it was actually you that we spoke to on phone. i clearly stated in previous review that we spoke to manager on phone. he heard us clearly and responded to our complaint with a lie! extremely thin tomato sauce on those pizza, as i am staring at those awfully thinly sauced pizza right front of me, i told manager that we specifically requested extra tomato sauce by online order, i typed clearly! the manager said he personally made pizza himself & there's extra sauce on 'em. flat.out.lie! not even a regular amount of sauce on 'em!!!  you try to justify phone call rudeness by saying vent was so loud, really? i have been there in your store frequently. i bet if you look up orders history in last 2 yrs, you would notice that i ordered your pizza repeatedly than any person in this whole town! it's rather quiet in there, noisy environments would have irritated me extremely because my hearing aids are sensitive to that. you are so full of it! i wonder if your corporation are aware of this.  you just lost your regular customer, i have never seen such embarrassing fake apology like yours! what part of ""customer is always right"" do you not understand? i would not hesitate to let everyone i know about how you handle your business.",1503809992,"read origin review look johnson citi fox pizza handl problem mara piccon use order fox pizza univers parkway johnson citi tn week twice wk use great job long ago made mistak call would apolog fix problem heart kept order week generous tip chang month ago drove way home call hear impair ask girl phone speak clear understand tone becam unbeliev rude sarcasticlli spoke loud shock say anyth hung veri first time order entir month final last month move tri order onc request extra tomato sauc em pizza deliveri arriv box pizza mess toss side like drop sideway hot upset decid let go ate em notic extra sauc matter fact veri veri veri thin sauc almost sauc put left frustrat husband call fill everyth mention manag lie said made pizza extra sauc apolog rude girl mess pizza look right bare ani sauc pizza manag lie veri insult yrs old daughter cri miss fox pizza want order pizza ask matter anyon hate get order wrong whi never come back heart break littl girl set exampl stand ground becaus doe matter ignor disabl okay bad custom servic okay want know seen review go lost week us becaus rude arrog employe okay kind behavior terribl custom relationship busi respons owner well veri sorri past experi first heard also veri hard hear phone oven run hood vent could call ask manger sure promis situat would handl know someth wring unless someon tell us manger make order someon order certain way assur made way order togeth year take pride servic mara piccon see repli previous review exact talk ignor problem bother resolv instead tri justifi employe incompet surpris actual spoke phone clear state previous review spoke manag phone heard us clear respond complaint lie extrem thin tomato sauc pizza stare aw thin sauc pizza right front told manag specif request extra tomato sauc onlin order type clear manag said person made pizza extra sauc em flat lie even regular amount sauc em tri justifi phone call rude say vent loud realli store frequent bet look order histori last yrs would notic order pizza repeat ani person whole town rather quiet noisi environ would irrit extrem becaus hear aid sensit full wonder corpor awar lost regular custom never seen embarrass fake apolog like part custom alway right understand would hesit let everyon know handl busi"," pizza poke",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.4260779,-79.6801786,"PA","murrysville","15668","4425 William Penn Hwy","fox's pizza den inc. & distribution center"
"2583",2583,2583,"elzina williams","https://www.google.com/maps/contrib/108670411921002419772/reviews","en","ChIJo7reIOqDyokRtFhavWoSmTI","https://lh5.googleusercontent.com/-GpygrWiM4QE/AAAAAAAAAAI/AAAAAAAAhoo/dQWRl9xnCFA/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"5 years ago","would definitely go back. unbelievable pizza and very good service. specialty pizzas are a bit costy though.",1369051381,"would definit go back unbeliev pizza veri good servic specialti pizza bit costi though"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.4260779,-79.6801786,"PA","murrysville","15668","4425 William Penn Hwy","fox's pizza den inc. & distribution center"
