"","Checkin_2010","Checkin_2011","Checkin_2012","Checkin_2013","Checkin_2014","Checkin_2015","Checkin_2016","Checkin_2017","Checkin_2018"
"21029",0,0,1,10,13,13,25,25,19
"21030",0,0,0,0,0,0,0,74,144
"21031",0,1,0,3,0,5,1,3,0
"21032",0,1,4,7,18,3,1,2,0
"21033",1,0,4,2,1,2,2,6,2
"21034",1,15,38,26,8,7,9,10,17
"21035",4,7,18,8,10,25,14,22,14
"21036",8,57,33,38,27,25,20,22,23
"21037",0,0,0,0,0,4,7,7,11
"21038",0,1,3,2,5,4,4,3,1
"21039",3,22,3,9,5,9,6,2,9
"21040",0,0,0,0,0,35,35,30,28
"21041",0,0,1,0,1,22,15,5,16
"21042",2,31,59,42,44,19,21,15,13
"21043",0,13,17,30,26,30,15,17,3
"21044",1,5,23,10,8,2,4,2,2
"21045",0,0,0,0,0,0,0,0,1
"21046",0,0,0,0,4,2,0,0,0
"21047",0,0,0,0,0,11,8,5,8
"21048",1,14,13,11,2,1,3,2,1
"21049",157,569,726,980,981,804,660,546,448
"21050",1,10,9,12,17,20,15,15,9
"21051",1,5,7,1,7,5,0,1,1
"21052",0,15,25,20,8,8,6,11,2
"21053",0,0,37,6,8,9,13,11,8
"21054",0,0,3,3,2,1,1,6,1
"21055",0,1,34,26,37,29,22,42,37
"21056",0,1,2,2,3,5,5,4,4
"21057",0,0,0,0,0,2,12,14,10
"21058",17,78,125,115,99,72,69,57,45
"21059",3,9,42,38,62,31,37,157,89
"21060",0,0,0,57,32,37,26,12,15
"21061",0,0,2,0,0,0,0,0,0
"21062",0,0,1,0,3,1,0,1,1
"21063",0,0,0,3,0,0,0,0,0
"21064",0,0,0,0,0,5,2,1,0
"21065",2,4,7,6,0,6,16,4,6
"21066",53,121,181,146,276,296,151,78,64
"21067",0,0,0,0,64,178,202,88,24
"21068",45,161,204,232,251,209,193,126,105
"21069",0,0,0,0,3,4,0,5,11
"21070",0,3,3,11,5,8,9,4,4
"21071",0,9,0,4,3,1,1,1,0
"21072",0,0,0,0,0,0,2,26,6
"21073",0,0,0,1,1,1,1,0,1
"21074",2,19,34,21,16,16,10,11,10
"21075",2,8,8,4,7,11,1,3,2
"21076",4,20,13,1,3,1,2,4,2
"21077",0,0,0,0,0,0,0,7,4
"21078",0,0,0,0,0,0,0,25,89
"21079",1,1,4,1,4,4,2,2,0
"21080",0,0,0,0,3,0,0,0,0
"21081",0,0,0,0,0,0,0,64,42
"21082",6,54,231,209,136,145,106,53,36
"21083",0,0,0,0,37,56,23,26,9
"21084",16,41,29,22,32,49,39,38,29
"21085",0,0,0,0,0,1,0,1,8
"21086",0,0,0,0,0,0,1,5,1
"21087",2,15,34,26,21,40,38,36,20
"21088",0,0,0,0,0,0,0,0,6
"21089",0,3,3,11,1,6,3,7,1
"21090",5,28,24,45,22,17,15,8,5
"21091",1,100,144,145,86,72,63,66,30
"21092",0,0,0,0,0,0,0,0,1
"21093",23,115,208,204,221,177,106,62,42
"21094",0,9,6,9,3,7,5,4,8
"21095",0,5,9,6,2,6,10,2,4
"21096",2,2,14,29,11,9,10,2,0
"21097",1,1,3,3,3,5,1,5,4
"21098",3,14,23,106,75,32,17,155,87
"21099",3,5,12,6,7,9,12,4,1
"21100",0,0,0,0,0,0,0,30,10
"21101",0,0,0,0,0,0,0,60,57
"21102",8,44,41,8,60,49,8,5,3
"21103",0,0,0,0,559,455,371,307,186
"21104",0,0,0,0,0,0,1,1,0
"21105",0,0,6,12,4,1,1,0,2
"21106",0,9,16,22,22,37,19,6,2
"21107",0,0,0,35,85,56,55,45,32
"21108",0,0,0,0,16,45,53,43,17
"21109",0,1,1,1,1,0,0,0,5
"21110",0,0,0,0,0,0,0,2,1
"21111",1,4,2,2,4,1,3,1,0
"21112",0,0,0,0,0,2,0,0,0
"21113",2,19,38,39,59,37,28,15,16
"21114",2,12,7,23,13,6,4,8,5
"21115",0,0,0,0,2,1,4,5,9
"21116",0,0,2,2,2,5,8,6,2
"21117",0,0,0,0,0,2,5,6,1
"21118",1,12,46,53,48,34,16,15,7
"21119",0,0,0,0,0,0,0,9,15
"21120",0,0,0,0,0,0,1,2,0
"21121",1,1,2,1,5,8,6,5,2
"21122",9,28,30,42,42,60,45,29,20
"21123",0,0,0,0,1,51,61,49,30
"21124",29,61,101,113,66,63,37,35,20
"21125",0,1,5,6,3,15,14,8,2
"21126",0,0,0,0,0,0,155,177,82
"21127",0,4,8,3,5,5,3,0,1
"21128",8,5,60,33,28,28,17,17,15
"21129",0,0,0,0,0,2,1,0,0
"21130",7,39,64,57,45,30,53,32,29
"21131",8,57,57,37,71,53,56,42,17
"21132",0,0,0,0,0,0,0,0,32
"21133",1,1,2,0,5,5,14,8,7
"21134",2,1,12,21,20,27,57,47,12
"21135",0,2,6,9,6,5,1,1,3
"21136",0,0,0,1,1,5,4,3,0
"21137",0,0,0,0,0,0,16,14,16
"21138",0,0,0,1,21,3,12,9,10
"21139",4,6,16,13,7,6,2,6,0
"21140",0,13,19,17,27,14,5,9,3
"21141",21,19,30,26,21,25,20,50,29
"21142",0,0,0,0,0,0,66,124,55
"21143",1,12,8,44,18,10,14,22,5
"21144",12,44,46,81,56,91,51,75,43
"21145",0,0,1,2,1,0,1,0,2
"21146",39,159,70,68,74,51,35,40,27
"21147",0,0,0,0,0,16,32,29,21
"21148",9,73,103,87,67,72,161,214,123
"21149",4,21,25,40,58,31,11,7,9
"21150",0,2,0,1,1,4,4,1,1
"21151",29,113,160,138,156,137,116,65,33
"21152",34,122,189,253,258,305,282,307,227
"21153",0,1,2,6,5,4,2,3,2
"21154",0,0,4,1,0,0,0,2,1
"21155",79,236,590,528,488,343,170,115,82
"21156",0,0,0,0,0,0,18,8,0
"21157",0,0,0,0,1,0,0,0,0
"21158",47,80,85,95,67,83,219,161,111
"21159",0,0,0,39,84,61,61,37,16
"21160",6,25,51,21,5,5,3,1,1
"21161",0,0,0,0,0,0,0,11,11
"21162",0,0,0,0,0,0,20,13,10
"21163",0,1,17,15,6,9,12,4,4
"21164",2,11,15,20,27,6,7,0,6
"21165",0,0,0,0,0,0,0,0,7
"21166",0,0,0,0,0,0,2,0,0
"21167",0,0,3,16,6,2,6,7,4
"21168",0,0,0,0,0,0,0,17,9
"21169",0,0,64,159,78,65,39,31,22
"21170",1,10,6,9,7,15,13,12,7
"21171",1,0,4,5,5,2,0,1,0
"21172",0,0,0,0,0,1,0,0,2
"21173",0,0,0,0,0,0,0,3,21
"21174",0,0,0,0,0,0,0,6,11
"21175",0,0,0,0,0,0,109,103,59
"21176",18,26,34,47,49,31,39,24,19
"21177",1,17,33,20,6,1,1,1,1
"21178",0,2,5,6,1,3,0,0,0
"21179",0,0,98,181,164,112,83,51,37
"21180",2,14,16,23,22,34,10,14,12
"21181",0,0,2,5,0,1,2,1,3
"21182",0,0,11,9,22,21,24,8,9
"21183",0,0,0,0,0,0,0,0,5
"21184",0,0,0,0,0,0,0,1,0
"21185",0,0,0,3,6,8,3,4,1
"21186",0,0,0,0,0,0,1,8,3
"21187",1,9,7,9,9,5,3,4,6
"21188",0,0,4,25,37,41,25,25,11
"21189",0,0,0,2,10,3,2,1,5
"21190",64,102,44,7,4,11,8,4,0
"21191",239,758,721,732,705,626,492,397,275
"21192",2,1,0,3,0,0,0,0,1
"21193",5,2,12,4,14,2,5,7,7
"21194",1,6,15,21,22,13,12,12,18
"21195",0,0,0,3,1,1,1,2,0
"21196",0,0,0,0,0,0,0,0,67
"21197",0,0,0,0,1,0,0,0,0
"21198",0,1,1,5,12,10,7,7,3
"21199",6,37,26,23,10,12,13,18,25
"21200",0,0,0,0,0,7,15,5,5
"21201",5,7,8,11,9,11,8,9,4
"21202",0,4,6,5,11,12,8,7,1
"21203",1,4,4,9,12,18,20,5,1
"21204",0,0,0,0,0,1,6,3,2
"21205",0,0,0,0,1,32,6,1,0
"21206",0,0,0,0,0,1,63,35,30
"21207",0,0,0,0,0,0,0,0,27
"21208",0,0,0,0,0,0,129,133,140
"21209",4,9,14,31,18,28,26,18,17
"21210",0,0,0,0,0,0,0,0,1
"21211",5,38,54,51,48,105,69,32,47
"21212",86,322,564,318,255,168,103,113,85
"21213",0,4,4,8,4,16,9,6,2
"21214",5,2,4,6,4,6,4,29,67
"21215",1,3,6,13,33,15,6,5,5
"21216",0,0,0,0,0,0,0,0,25
"21217",0,0,0,12,21,20,14,14,12
"21218",0,0,0,0,113,60,45,39,19
"21219",3,8,13,3,7,7,19,14,6
"21220",0,0,0,0,0,0,0,43,76
"21221",0,0,0,1,1,0,1,0,1
"21222",0,0,7,3,8,5,6,11,10
"21223",0,0,0,0,0,2,14,16,14
"21224",0,0,0,0,5,1,0,0,0
"21225",0,0,0,0,0,44,63,49,52
"21226",0,0,0,0,0,0,0,6,13
"21227",0,0,4,8,4,16,2,1,5
"21228",1,6,5,15,20,10,6,11,5
"21229",0,0,0,0,0,0,0,3,3
"21230",0,2,1,2,3,2,0,0,0
"21231",0,0,0,0,0,1,1,0,1
"21232",0,0,0,1,1,0,2,3,1
"21233",98,402,421,540,466,343,271,284,173
"21234",1,2,5,6,8,12,12,7,2
"21235",5,19,33,35,28,43,9,12,8
"21236",0,0,47,28,21,20,35,23,11
"21237",0,0,0,0,0,0,0,0,40
"21238",0,0,0,2,35,16,4,5,6
"21239",19,148,120,94,72,86,92,52,43
"21240",0,11,2,11,4,4,1,1,5
"21241",0,4,11,16,13,9,9,8,3
"21242",3,13,14,14,9,13,14,14,5
"21243",0,0,1,0,2,1,2,0,1
"21244",0,0,0,0,0,0,61,149,82
"21245",3,46,76,78,40,39,39,89,79
"21246",0,2,8,5,1,4,1,1,0
"21247",0,40,92,111,97,163,133,104,141
"21248",0,0,0,0,0,0,19,201,99
"21249",0,0,0,0,0,0,108,286,107
"21250",0,0,1,1,2,2,4,2,1
"21251",10,37,50,32,81,35,44,55,63
"21252",0,0,0,0,0,714,670,502,381
"21253",0,0,0,0,0,0,0,23,10
"21254",1,5,19,79,10,2,1,2,3
"21255",12,43,83,129,143,131,93,67,67
"21256",0,0,0,0,0,32,15,12,14
"21257",0,0,0,0,0,0,0,17,5
"21258",0,0,2,3,3,1,8,2,0
"21259",0,0,0,11,4,0,2,1,1
"21260",0,0,0,0,0,0,0,0,54
"21261",0,0,0,0,0,0,0,3,3
"21262",534,1564,2071,2326,2152,1434,1312,864,578
"21263",2,14,16,20,19,15,28,20,18
"21264",0,0,0,0,0,0,0,2,9
"21265",1,15,14,7,12,14,8,2,6
"21266",3,7,15,25,14,11,5,8,5
"21267",0,0,0,0,0,0,620,1447,1602
"21268",0,0,0,0,0,1,10,1,1
"21269",0,0,1,0,1,1,2,1,0
"21270",4,13,29,37,28,43,27,28,16
"21271",1,15,13,23,27,8,19,25,25
"21272",0,0,3,19,4,0,0,0,0
"21273",3,13,18,24,41,34,32,19,3
"21274",7,13,50,49,24,51,23,22,11
"21275",0,7,5,12,12,5,1,1,3
"21276",0,0,0,0,0,0,2,0,0
"21277",8,36,36,49,21,10,14,3,5
"21278",0,0,0,0,0,0,0,0,9
"21279",0,0,0,0,7,2,0,1,0
"21280",1,0,8,4,8,13,8,12,8
"21281",0,0,9,39,44,96,51,29,20
"21282",0,0,0,0,32,38,30,20,9
"21283",0,0,0,0,0,0,0,0,15
"21284",6,25,59,67,65,43,25,42,28
"21285",0,0,0,0,0,0,14,32,19
"21286",1,7,5,16,6,6,6,7,2
"21287",0,0,0,0,0,0,6,25,16
"21288",1,1,1,4,3,2,8,5,2
"21289",0,0,0,0,0,7,9,1,2
"21290",0,7,19,19,38,5,10,5,4
"21291",0,0,42,48,49,43,30,17,15
"21292",0,2,2,2,9,16,10,1,4
"21293",0,0,0,0,0,0,0,1,0
"21294",0,21,47,43,56,51,37,18,7
"21295",0,0,0,0,7,10,8,8,8
"21296",0,0,0,0,0,0,0,4,29
"21297",39,749,703,622,565,501,358,209,142
"21298",84,312,382,486,396,409,345,398,281
"21299",0,0,1,2,12,3,0,0,0
"21300",0,0,0,0,2,1,0,0,0
"21301",1,6,9,4,16,5,9,4,7
"21302",0,0,0,343,2118,1352,905,670,477
"21303",0,0,1,10,4,1,3,1,1
"21304",14,64,53,83,75,29,25,36,8
"21305",0,0,0,0,0,0,0,22,66
"21306",0,0,0,0,0,0,5,388,377
"21307",1,6,44,20,8,16,5,13,2
"21308",1,0,0,1,2,3,1,0,2
"21309",0,0,0,0,0,0,0,74,374
"21310",0,0,0,0,0,0,0,1,0
"21311",4,20,36,48,33,32,47,37,15
"21312",0,0,0,0,0,76,58,42,22
"21313",38,166,197,278,249,238,165,95,79
"21314",0,0,0,1,2,2,0,1,0
"21315",3,9,11,23,23,16,13,8,20
"21316",0,0,2,20,62,99,46,25,14
"21317",0,0,0,1,4,6,5,3,1
"21318",0,0,0,0,0,0,23,51,70
"21319",0,0,0,0,0,0,0,0,1
"21320",5,142,93,97,81,69,102,82,71
"21321",0,0,0,0,1,0,0,0,0
"21322",0,0,1,0,1,1,1,0,0
"21323",1,10,10,8,9,9,4,4,4
"21324",0,6,4,2,5,0,0,0,1
"21325",0,0,2,0,0,2,1,2,2
"21326",20,92,86,94,92,79,42,34,23
"21327",0,0,7,5,4,7,5,2,3
"21328",0,0,0,0,0,0,0,0,33
"21329",0,0,0,5,9,0,0,1,3
"21330",0,0,0,0,0,1,1,0,0
"21331",0,0,0,0,0,0,0,19,16
"21332",0,0,0,0,133,115,145,84,54
"21333",8,21,29,73,67,77,63,36,15
"21334",0,0,0,0,0,0,15,45,13
"21335",4,16,20,31,50,49,67,32,29
"21336",0,0,0,0,0,12,24,13,8
"21337",0,0,0,0,0,0,75,577,406
"21338",0,0,0,0,0,0,57,90,61
"21339",7,33,14,39,34,44,53,34,29
"21340",2,9,32,21,25,20,14,17,11
"21341",0,10,10,40,28,19,6,6,3
"21342",1,0,0,0,0,0,0,0,2
"21343",0,0,0,0,0,0,0,13,10
"21344",117,837,1160,1243,707,613,430,377,178
"21345",0,0,0,1,0,0,0,0,0
"21346",0,0,3,5,4,2,1,2,0
"21347",0,0,36,38,49,44,52,36,35
"21348",0,0,0,0,0,0,0,0,23
"21349",0,0,0,0,0,8,9,19,21
"21350",0,0,0,55,94,38,39,45,51
"21351",1,1,2,4,3,9,3,8,3
"21352",1,14,29,21,38,29,9,2,5
"21353",0,1,2,1,2,3,0,2,5
"21354",0,0,0,0,0,0,0,62,32
"21355",0,0,0,0,0,0,17,23,7
"21356",0,0,0,1,9,3,6,7,11
"21357",0,0,0,0,0,0,0,2,4
"21358",1,12,9,10,1,7,2,5,7
"21359",0,0,6,20,6,7,10,10,6
"21360",1,2,7,24,8,2,5,5,9
"21361",0,2,1,2,3,4,1,2,2
"21362",0,80,102,98,97,183,120,67,65
"21363",0,0,0,0,0,0,0,20,6
"21364",0,0,19,107,139,141,123,103,74
"21365",0,0,0,0,0,1,1,3,0
"21366",22,75,103,109,126,138,98,52,33
"21367",3,6,4,3,1,0,1,3,0
"21368",22,118,128,142,101,120,124,131,75
"21369",0,2,1,4,0,0,1,1,0
"21370",15,39,26,29,33,138,80,51,39
"21371",0,7,27,21,49,40,104,90,48
"21372",0,0,0,0,0,0,0,8,0
"21373",81,344,493,571,503,388,360,290,193
"21374",64,283,282,250,269,287,271,213,95
"21375",0,12,10,6,3,9,2,3,4
"21376",0,0,0,0,0,0,18,60,50
"21377",0,0,0,0,0,0,0,1,2
"21378",0,0,0,0,0,0,0,0,81
"21379",2,14,34,31,11,7,13,6,8
"21380",0,2,5,12,5,3,3,4,2
"21381",0,0,0,0,0,0,0,9,11
"21382",0,0,0,0,0,0,0,0,1
"21383",0,0,11,3,8,11,1,21,5
"21384",0,0,0,0,18,55,53,61,56
"21385",0,0,1,0,3,2,1,4,1
"21386",0,0,1,4,1,2,0,3,3
"21387",0,0,9,2,6,3,5,7,6
"21388",4,42,53,61,59,67,50,43,17
"21389",0,3,3,3,9,13,4,4,10
"21390",0,12,32,69,75,48,17,12,14
"21391",0,0,0,0,9,176,107,50,28
"21392",5,56,37,53,27,20,22,15,8
"21393",0,2,17,14,3,2,0,1,1
"21394",45,144,213,85,71,42,26,24,23
"21395",0,0,0,0,0,0,0,0,38
"21396",0,0,0,0,0,221,96,68,22
"21397",0,0,4,1,4,1,1,1,2
"21398",0,0,0,2,3,7,11,10,2
"21399",0,0,0,0,0,1,25,11,12
"21400",0,0,0,0,35,38,21,17,13
"21401",0,0,0,0,0,0,0,0,95
"21402",0,0,0,0,0,0,0,10,37
"21403",2,16,1,0,1,4,5,1,1
"21404",4,6,9,17,2,3,2,0,0
"21405",1,2,3,1,4,8,12,5,6
"21406",0,0,0,0,0,0,0,0,2
"21407",14,5,13,27,11,22,11,2,0
"21408",1,38,41,14,19,3,6,4,3
"21409",0,2,3,0,1,0,0,0,0
"21410",0,0,0,0,0,27,20,10,4
"21411",0,0,0,0,0,0,0,28,52
"21412",0,14,160,70,57,42,33,19,12
"21413",2,25,37,34,47,61,25,28,14
"21414",0,5,15,11,10,9,21,23,8
"21415",0,3,9,6,2,1,0,4,1
"21416",0,0,0,0,9,2,5,1,1
"21417",0,0,0,0,0,1,189,105,62
"21418",0,0,0,97,463,453,355,255,176
"21419",0,0,0,0,5,5,8,4,2
"21420",0,0,0,0,2,38,21,19,3
"21421",8,30,80,32,73,58,40,35,32
"21422",1,5,8,5,5,2,4,3,1
"21423",0,0,50,51,55,74,77,65,61
"21424",2,13,13,16,21,12,17,0,1
"21425",44,119,216,157,199,231,111,84,31
"21426",0,0,0,0,0,0,1,2,0
"21427",6,19,8,16,6,4,2,2,1
"21428",0,0,0,0,0,0,29,17,8
"21429",0,0,0,0,0,0,35,20,10
"21430",0,0,0,0,0,0,12,39,30
"21431",3,30,51,35,45,26,20,40,31
"21432",0,0,0,60,136,241,259,204,127
"21433",1,3,3,2,3,7,4,1,0
"21434",0,0,0,0,0,0,0,0,66
"21435",0,0,25,22,57,35,23,23,12
"21436",8,27,56,59,41,76,50,37,45
"21437",8,6,24,47,28,20,22,17,8
"21438",0,1,27,47,25,12,15,14,9
"21439",0,0,0,0,0,0,3,3,3
"21440",0,0,0,9,13,8,13,2,12
"21441",0,3,4,0,9,17,15,17,18
"21442",0,0,0,0,0,0,0,0,4
"21443",0,0,0,0,4,1,0,1,0
"21444",8,118,311,564,347,306,139,79,44
"21445",0,0,0,0,0,1,1,5,5
"21446",0,0,0,0,0,9,6,8,9
"21447",1,45,10,1,3,1,2,7,2
"21448",0,0,0,0,2,23,23,10,7
"21449",22,102,110,147,109,105,73,40,32
"21450",5,25,18,17,7,6,2,4,2
"21451",0,0,3,5,4,5,17,1,2
"21452",1,2,23,16,11,6,5,0,0
"21453",0,0,0,0,0,0,0,120,768
"21454",0,0,0,0,0,0,0,0,53
"21455",2,2,11,21,22,5,10,4,6
"21456",0,0,82,252,163,109,117,112,67
"21457",0,0,0,0,0,0,0,0,3
"21458",0,24,60,143,100,78,42,33,20
"21459",0,0,0,0,1,0,1,1,0
"21460",4,21,99,66,161,187,31,17,13
"21461",0,0,0,0,0,173,144,51,26
"21462",0,0,0,0,0,36,20,6,2
"21463",0,1,2,3,0,1,4,5,1
"21464",9,25,60,62,76,110,87,67,61
"21465",0,0,0,0,0,0,0,68,429
"21466",0,0,15,66,79,56,43,61,49
"21467",0,0,0,0,2,1,0,1,1
"21468",0,118,195,155,95,107,83,37,35
"21469",11,36,50,47,59,58,41,25,24
"21470",15,80,77,98,104,101,82,70,49
"21471",0,10,3,4,6,6,10,4,1
"21472",0,4,35,34,18,16,19,17,14
"21473",0,0,0,0,0,0,13,4,6
"21474",0,1,3,0,2,3,7,35,17
"21475",0,3,1,2,0,2,1,1,0
"21476",2,2,3,7,2,6,9,5,3
"21477",0,0,0,6,1,0,3,1,0
"21478",21,36,60,49,74,40,12,34,47
"21479",0,0,0,2,5,4,6,0,2
"21480",2,0,0,0,0,8,9,0,3
"21481",0,0,0,0,0,0,0,171,73
"21482",1,21,2,4,7,12,18,16,16
"21483",0,12,13,11,7,7,7,5,2
"21484",28,103,179,295,404,350,282,230,157
"21485",0,0,0,0,0,0,1,0,0
"21486",5,66,23,15,30,26,21,27,12
"21487",0,0,20,143,66,35,27,23,23
"21488",22,116,128,108,151,126,121,133,90
"21489",0,1,1,0,0,2,1,1,0
"21490",0,2,3,1,3,1,1,0,1
"21491",0,5,3,14,14,1,1,4,0
"21492",6,5,5,13,22,23,35,27,11
"21493",0,0,0,0,1,3,1,1,4
"21494",1,3,2,6,12,11,27,13,2
"21495",0,0,0,2,1,6,20,24,19
"21496",3,13,28,41,50,101,155,192,160
"21497",0,0,0,60,53,46,27,21,10
"21498",0,0,0,0,0,0,0,1,1
"21499",0,0,0,0,0,57,37,25,25
"21500",8,73,90,74,82,71,86,97,55
"21501",0,0,0,0,0,0,0,27,69
"21502",0,0,0,0,0,0,1,0,0
"21503",4,8,33,20,20,20,24,14,3
"21504",0,0,0,0,0,0,1,0,1
"21505",0,2,0,8,4,2,0,2,2
"21506",0,0,0,0,0,0,0,5,2
"21507",0,0,0,0,0,1,1,0,0
"21508",24,256,193,261,253,280,371,270,257
"21509",0,0,42,38,51,39,40,32,21
"21510",5,16,16,12,17,13,11,8,9
"21511",0,0,0,0,0,0,0,35,47
"21512",0,0,0,0,8,18,16,9,5
"21513",0,6,8,9,10,5,4,3,5
"21514",0,0,1,0,0,0,1,0,5
"21515",0,0,0,0,0,0,1,26,11
"21516",14,34,42,92,92,64,34,21,19
"21517",0,0,0,0,0,45,94,50,35
"21518",0,0,0,287,1283,1307,1001,751,509
"21519",0,13,10,27,4,9,6,1,4
"21520",0,0,0,0,0,0,0,0,3
"21521",0,3,3,3,2,2,1,2,1
"21522",0,0,78,169,81,110,111,109,82
"21523",1,9,6,3,5,16,11,3,0
"21524",0,0,0,0,0,2,0,0,2
"21525",0,0,0,0,0,0,0,220,1327
"21526",0,0,51,29,20,31,20,15,18
"21527",1,16,26,21,23,15,9,20,11
"21528",0,2,5,6,6,4,7,4,9
"21529",21,35,46,34,52,60,30,16,20
"21530",0,0,5,5,9,4,5,2,2
"21531",0,0,0,0,1275,764,482,385,248
"21532",21,62,67,69,89,124,88,67,41
"21533",0,0,0,0,0,2,5,7,9
"21534",0,0,0,0,0,0,0,12,19
"21535",41,243,289,313,302,285,255,204,165
"21536",0,0,7,1,0,6,19,14,9
"21537",0,4,0,4,7,5,5,4,15
"21538",5,51,32,41,60,55,51,55,18
"21539",0,0,3,6,9,1,2,1,1
"21540",0,0,0,1,0,1,3,2,0
"21541",0,0,0,0,0,0,0,36,30
"21542",0,8,13,17,10,19,16,9,9
"21543",0,0,0,0,370,475,406,266,151
"21544",0,10,35,38,45,30,28,12,5
"21545",0,0,0,0,0,0,0,1,1
"21546",0,1,1,2,2,0,5,3,8
"21547",12,31,24,16,18,31,23,6,1
"21548",0,0,1146,1604,1474,1175,997,736,421
"21549",5,10,21,21,16,17,9,3,2
"21550",0,0,11,17,22,49,27,15,4
"21551",0,0,0,0,0,0,0,0,95
"21552",0,0,0,0,3,0,1,0,0
"21553",1,0,0,0,0,0,0,0,0
"21554",0,0,0,122,789,545,354,236,181
"21555",8,52,75,52,42,67,67,39,33
"21556",1,6,4,14,9,8,13,9,17
"21557",0,0,0,0,0,0,0,0,12
"21558",0,0,38,149,136,111,79,55,49
"21559",19,36,33,27,42,62,47,33,37
"21560",0,9,5,29,4,6,10,4,4
"21561",2,14,8,17,21,12,27,9,10
"21562",0,0,0,0,0,0,0,19,16
"21563",0,0,0,0,0,19,47,38,22
"21564",11,49,64,92,86,67,50,41,68
"21565",0,48,66,98,89,83,72,47,65
"21566",42,125,136,93,129,120,84,54,44
"21567",1,5,19,13,7,14,8,5,8
"21568",0,0,9,21,32,45,45,29,17
"21569",0,0,0,0,7,7,9,4,5
"21570",0,0,2,2,1,9,4,9,12
"21571",18,138,173,187,173,117,97,92,84
"21572",1,0,0,0,1,0,0,0,0
"21573",0,0,0,0,0,500,615,422,231
"21574",0,0,0,0,0,0,1,4,2
"21575",0,2,0,0,4,2,0,5,0
"21576",0,86,120,130,104,69,77,35,36
"21577",0,15,36,18,38,36,67,32,14
"21578",0,0,0,0,0,0,0,1,0
"21579",0,26,46,73,30,28,43,35,29
"21580",0,0,0,4,5,8,7,2,0
"21581",6,15,27,30,31,57,48,26,14
"21582",0,0,2,20,25,32,81,21,28
"21583",4,16,34,30,34,40,65,50,19
"21584",0,0,0,0,0,0,1,1,5
"21585",0,0,0,0,0,0,0,0,1
"21586",22,116,208,153,122,105,74,70,65
"21587",0,2,10,6,6,4,3,1,0
"21588",0,0,3,13,12,29,15,8,14
"21589",1,13,12,48,28,25,29,20,13
"21590",0,0,1,36,29,17,9,11,4
"21591",0,0,2,1,6,4,7,6,6
"21592",12,55,71,70,49,45,42,24,12
"21593",0,0,0,0,0,0,2,0,0
"21594",0,0,0,0,0,0,0,0,4
"21595",25,101,124,85,64,58,45,36,32
"21596",0,20,225,300,222,263,242,205,93
"21597",2,0,1,5,7,5,6,7,6
"21598",0,0,0,0,0,0,0,0,48
"21599",0,0,1,3,5,5,13,7,6
"21600",8,17,28,33,48,53,27,16,14
"21601",0,6,89,57,65,45,31,23,9
"21602",0,0,0,1,81,48,38,33,36
"21603",9,39,19,16,19,20,12,9,4
"21604",0,0,0,0,101,125,82,51,23
"21605",0,0,53,95,109,56,19,17,15
"21606",2,2,6,2,2,1,1,5,1
"21607",0,0,0,0,0,6,12,6,11
"21608",0,0,1,4,5,5,4,1,1
"21609",0,0,0,0,0,0,0,0,2
"21610",2,11,11,23,5,2,5,4,8
"21611",4,36,103,105,92,90,65,64,43
"21612",1,61,135,238,161,161,143,101,76
"21613",0,0,16,16,23,16,4,1,0
"21614",0,0,0,15,84,46,34,107,49
"21615",16,1,12,17,16,23,14,2,1
"21616",0,0,0,0,0,10,3,2,1
"21617",0,0,0,0,0,0,13,68,92
"21618",0,0,5,5,12,11,8,1,0
"21619",0,0,0,84,193,174,137,140,97
"21620",0,0,0,0,29,21,36,52,53
"21621",0,1,3,1,0,1,1,0,1
"21622",0,0,0,5,16,16,11,5,6
"21623",0,0,0,0,2,41,13,40,12
"21624",0,3,0,7,13,15,8,4,17
"21625",0,71,443,691,724,742,575,337,193
"21626",0,1,4,4,1,3,5,1,2
"21627",1,5,3,4,7,5,2,1,0
"21628",0,0,0,0,0,0,2,156,192
"21629",36,153,114,156,61,74,84,86,59
"21630",1,9,17,23,17,39,23,8,9
"21631",0,0,0,0,0,0,24,15,8
"21632",0,0,0,0,0,0,128,78,64
"21633",0,0,128,236,185,105,73,58,24
"21634",8,32,55,45,19,23,40,13,10
"21635",0,0,0,0,0,0,18,14,5
"21636",4,30,16,30,30,24,12,14,13
"21637",3,3,2,3,4,1,2,2,4
"21638",0,0,0,0,0,0,5,4,0
"21639",0,0,0,1,0,0,0,0,0
"21640",6,42,146,207,256,203,242,175,121
"21641",27,144,136,124,140,141,50,43,49
"21642",0,1,3,0,0,4,11,5,11
"21643",0,0,0,1,4,3,6,3,0
"21644",1,7,13,1,6,0,6,2,0
"21645",8,14,35,47,34,18,11,9,7
"21646",0,0,0,0,126,155,140,118,61
"21647",0,2,0,2,4,8,3,4,1
"21648",0,0,30,95,88,53,33,16,15
"21649",7,20,45,47,38,35,46,27,19
"21650",0,3,1,0,1,1,2,0,1
"21651",14,39,52,39,32,37,21,16,9
"21652",0,0,0,0,0,0,0,0,15
"21653",3,9,9,5,9,7,6,10,1
"21654",0,0,0,26,28,74,45,45,41
"21655",0,0,0,0,48,40,30,34,24
"21656",40,90,152,159,151,142,158,174,130
"21657",0,6,6,21,15,13,10,10,3
"21658",0,8,7,4,7,5,14,6,1
"21659",0,0,0,0,0,0,0,1,4
"21660",1,7,35,7,9,3,1,2,1
