"","Checkin_Monday","Checkin_Tuesday","Checkin_Wednesday","Checkin_Thursday","Checkin_Friday","Checkin_Saturday","Checkin_Sunday"
"17402",2,1,0,0,1,1,0
"17403",0,0,1,1,0,1,1
"17404",5,2,3,5,3,4,6
"17405",113,98,105,114,95,144,17
"17406",31,24,24,45,24,46,47
"17407",14,18,14,15,12,17,9
"17408",77,52,67,61,79,79,59
"17409",126,105,114,131,168,267,250
"17410",2,3,0,0,0,6,2
"17411",3,5,2,2,4,4,1
"17412",41,35,43,56,52,65,39
"17413",38,50,53,46,79,94,63
"17414",1,0,1,2,3,1,0
"17415",126,105,123,140,138,102,123
"17416",25,17,14,20,20,32,28
"17417",1,6,2,4,3,3,0
"17418",1,0,0,0,2,1,1
"17419",19,27,35,37,40,54,32
"17420",89,98,117,123,117,221,204
"17421",82,87,93,100,93,165,137
"17422",3,4,1,1,4,2,0
"17423",49,73,105,83,76,64,61
"17424",35,48,34,25,32,59,82
"17425",21,23,22,21,18,31,37
"17426",1,0,0,0,0,0,0
"17427",6,10,14,9,6,5,4
"17428",3,4,1,2,2,0,3
"17429",2,2,1,6,2,2,1
"17430",0,1,0,0,0,0,3
"17431",2,1,3,2,1,3,1
"17432",1,0,1,0,1,0,0
"17433",4,4,2,3,4,8,6
"17434",20,22,17,13,13,23,21
"17435",146,167,231,230,293,395,415
"17436",0,0,1,0,0,2,1
"17437",7,1,8,1,2,2,2
"17438",250,228,270,362,372,220,183
"17439",77,105,92,91,128,118,41
"17440",6,9,14,8,12,12,1
"17441",8,9,12,7,12,11,3
"17442",1,0,0,1,0,1,0
"17443",2,6,6,4,2,0,0
"17444",0,1,0,1,0,0,0
"17445",0,0,1,1,0,0,2
"17446",2,3,1,1,2,1,2
"17447",0,0,1,0,1,1,0
"17448",0,1,0,0,1,0,2
"17449",7,5,13,8,4,8,10
"17450",13,20,29,20,17,22,28
"17451",211,160,138,178,192,230,370
"17452",4,4,4,9,10,13,14
"17453",0,0,0,0,0,6,1
"17454",0,2,0,1,0,2,1
"17455",6,2,11,11,17,63,54
"17456",7,11,9,6,6,11,4
"17457",7,1,0,6,2,3,1
"17458",1,1,0,2,1,4,2
"17459",54,38,42,57,67,130,122
"17460",35,73,108,96,106,128,150
"17461",30,37,51,38,47,136,88
"17462",54,40,63,59,57,112,86
"17463",0,2,1,0,2,3,0
"17464",17,27,26,19,21,21,20
"17465",8,13,11,13,25,20,10
"17466",9,9,10,8,6,17,2
"17467",9,10,12,8,13,15,10
"17468",3,6,8,10,7,10,6
"17469",7,8,15,7,5,6,3
"17470",2,1,1,4,3,1,2
"17471",156,125,112,132,148,301,322
"17472",9,12,15,12,25,37,10
"17473",69,93,93,89,113,164,120
"17474",41,30,27,29,40,57,26
"17475",3,2,6,5,7,11,6
"17476",1,1,0,1,1,3,2
"17477",0,0,0,0,1,0,0
"17478",0,0,2,1,0,0,0
"17479",51,39,37,18,51,90,97
"17480",8,15,11,15,12,25,16
"17481",1,0,1,1,0,0,2
"17482",64,61,53,59,43,30,37
"17483",8,8,6,7,7,15,21
"17484",0,0,0,1,5,1,1
"17485",1,0,0,2,3,4,2
"17486",1,1,4,3,2,3,4
"17487",19,6,10,19,14,15,13
"17488",177,170,144,179,254,424,434
"17489",2,4,6,2,4,9,6
"17490",0,0,1,0,1,0,0
"17491",0,0,1,0,0,0,0
"17492",5,6,4,4,9,9,15
"17493",0,4,1,1,1,1,1
"17494",21,11,15,16,17,24,25
"17495",127,84,67,58,97,164,172
"17496",49,36,48,56,80,105,115
"17497",194,170,160,160,161,153,150
"17498",64,121,123,123,121,233,121
"17499",71,61,65,66,122,121,69
"17500",6,8,9,7,11,17,22
"17501",12,13,35,33,48,59,70
"17502",1,0,0,0,3,0,1
"17503",0,2,2,0,0,1,1
"17504",17,15,21,17,26,17,26
"17505",28,16,29,34,32,79,66
"17506",2,4,1,5,3,8,5
"17507",0,1,0,0,0,0,0
"17508",0,0,2,1,3,0,3
"17509",1,0,0,0,0,0,2
"17510",0,0,1,0,2,2,0
"17511",16,28,29,15,21,18,18
"17512",13,13,3,10,20,25,13
"17513",5,11,18,16,19,43,21
"17514",3961,2923,2726,2917,3315,4612,4962
"17515",19,15,22,13,17,23,20
"17516",36,29,33,32,25,34,42
"17517",10,5,11,14,8,16,24
"17518",19,17,8,10,22,25,36
"17519",1,1,0,0,0,1,0
"17520",0,0,0,0,0,0,1
"17521",21,17,18,21,14,21,38
"17522",1,0,1,3,1,3,3
"17523",0,16,15,14,24,21,27
"17524",169,140,156,162,154,244,263
"17525",51,39,38,32,48,40,42
"17526",0,1,1,2,0,0,0
"17527",16,27,22,18,30,35,37
"17528",18,17,19,12,18,21,13
"17529",2,0,2,0,5,2,3
"17530",0,0,0,0,1,1,1
"17531",18,13,9,14,21,30,52
"17532",1,0,3,2,1,4,3
"17533",32,43,40,23,52,53,34
"17534",74,90,136,97,133,143,154
"17535",0,0,0,0,0,0,1
"17536",0,0,2,2,0,2,1
"17537",5,5,6,4,5,5,4
"17538",102,83,86,141,187,284,314
"17539",20,14,21,11,27,37,37
"17540",23,13,20,23,28,27,29
"17541",90,83,72,83,89,92,74
"17542",0,0,0,0,2,0,0
"17543",2,2,2,1,1,7,1
"17544",3,6,6,2,0,3,7
"17545",0,3,0,2,0,2,0
"17546",5,8,7,7,11,20,10
"17547",1,3,2,3,11,9,3
"17548",0,0,2,3,0,1,1
"17549",21,27,37,30,41,29,24
"17550",0,0,0,0,1,0,0
"17551",99,114,105,125,157,201,254
"17552",259,221,226,259,246,419,366
"17553",86,160,118,156,197,283,132
"17554",8,15,8,6,23,19,18
"17555",0,1,0,0,2,1,0
"17556",1,1,0,3,2,5,5
"17557",33,27,38,34,35,72,79
"17558",7,8,13,8,7,19,17
"17559",153,130,94,129,168,407,416
"17560",2,3,3,3,8,3,3
"17561",0,1,1,3,8,5,3
"17562",0,0,0,0,0,2,0
"17563",1,1,2,2,1,3,3
"17564",53,55,56,69,65,135,121
"17565",166,110,94,98,129,170,203
"17566",0,24,18,11,22,30,12
"17567",31,26,32,32,40,51,50
"17568",17,27,43,31,29,19,8
"17569",9,9,8,7,7,7,7
"17570",64,94,76,87,95,74,89
"17571",3,2,4,6,4,4,7
"17572",0,1,1,2,1,3,11
"17573",33,28,42,45,61,93,86
"17574",67,76,71,87,175,281,185
"17575",2,1,0,5,3,8,7
"17576",7,9,19,9,7,21,11
"17577",2,1,1,1,1,0,0
"17578",3,3,2,2,0,2,3
"17579",132,127,129,163,160,151,117
"17580",1,0,0,0,0,0,0
"17581",4,3,5,3,7,5,2
"17582",13,12,21,14,22,31,40
"17583",2,0,1,2,3,20,15
"17584",0,2,2,0,0,2,1
"17585",14,7,12,16,9,9,7
"17586",143,117,98,106,124,182,212
"17587",0,0,3,3,5,15,11
"17588",11,12,11,29,20,15,18
"17589",32,9,36,39,30,47,51
"17590",21,19,16,16,21,25,19
"17591",85,90,94,98,93,70,91
"17592",31,22,39,28,47,66,42
"17593",5,5,2,4,5,6,10
"17594",1,0,0,0,1,2,0
"17595",5,5,1,3,4,3,1
"17596",1,1,0,2,0,0,3
"17597",9,14,9,8,8,9,16
"17598",8,6,11,9,8,25,24
"17599",0,3,1,0,0,0,1
"17600",248,244,200,281,426,598,470
"17601",82,72,88,104,99,140,141
"17602",14,9,12,16,17,43,14
"17603",8,8,8,7,9,8,13
"17604",12,11,11,15,9,12,12
"17605",37,43,46,36,46,62,63
"17606",0,0,2,0,2,1,1
"17607",13,27,30,35,36,56,12
"17608",105,80,114,128,115,140,146
"17609",0,0,0,0,0,1,1
"17610",11,2,15,14,10,12,8
"17611",16,22,24,26,21,39,35
"17612",13,8,45,31,41,75,80
"17613",12,7,11,9,6,7,7
"17614",0,5,5,5,7,9,8
"17615",78,35,53,67,81,193,205
"17616",7,9,8,12,14,17,23
"17617",1,1,1,1,2,1,1
"17618",19,21,13,18,23,26,25
"17619",2,1,0,0,0,1,1
"17620",246,243,255,220,269,429,317
"17621",6,9,13,12,18,9,7
"17622",4,10,4,4,12,8,12
"17623",3,1,2,4,0,9,10
"17624",35,29,25,39,26,51,42
"17625",24,40,26,38,50,60,18
"17626",6,8,9,3,11,11,16
"17627",7,6,2,5,5,3,5
"17628",33,38,43,37,45,0,2
"17629",14,24,15,10,14,32,14
"17630",17,14,10,14,14,1,0
"17631",1,0,0,0,1,1,0
"17632",12,9,13,14,15,20,30
"17633",76,74,80,76,98,138,145
"17634",3,5,6,2,3,4,2
"17635",96,82,83,99,99,175,184
"17636",76,58,34,52,75,89,123
"17637",15,13,30,25,27,44,44
"17638",82,65,60,48,65,95,104
"17639",1,1,3,1,4,2,2
"17640",5,5,3,9,11,20,19
"17641",132,110,102,103,118,103,101
"17642",16,18,19,17,23,25,17
"17643",11,12,6,12,10,14,7
"17644",29,29,23,31,94,89,51
"17645",12,11,5,4,8,8,9
"17646",7,17,22,31,23,54,24
"17647",0,0,0,1,1,0,0
"17648",41,38,39,40,51,67,48
"17649",3,1,1,0,1,2,6
"17650",3,1,7,6,6,6,3
"17651",9,9,10,14,12,14,13
"17652",5,7,16,31,17,25,25
"17653",3,4,1,3,3,1,6
"17654",2,3,3,1,3,4,5
"17655",3,5,5,2,1,9,5
"17656",0,0,0,1,0,1,0
"17657",34,60,24,19,22,29,29
"17658",61,55,64,70,93,106,58
"17659",146,96,104,91,165,346,368
"17660",82,103,98,114,124,177,248
"17661",0,0,1,0,0,0,0
"17662",1,0,2,0,0,0,0
"17663",3,0,0,3,1,4,2
"17664",1,1,6,3,6,5,10
"17665",8,10,6,11,13,26,23
"17666",0,0,3,0,2,0,0
"17667",11,13,10,10,18,24,28
"17668",9,12,4,5,8,12,7
"17669",3,6,2,2,5,2,0
"17670",3,3,0,2,5,3,2
"17671",19,11,10,18,19,4,1
"17672",4,5,5,3,4,8,16
"17673",7,7,5,6,8,4,6
"17674",1,5,1,3,0,5,2
"17675",21,27,19,20,26,28,34
"17676",4,4,1,5,1,3,4
"17677",0,0,0,0,0,1,1
"17678",3,3,1,2,1,2,1
"17679",200,190,161,188,265,475,504
"17680",48,44,50,47,41,78,72
"17681",0,2,3,2,3,6,6
"17682",417,350,345,395,395,450,464
"17683",8,7,9,7,11,5,8
"17684",0,2,3,1,1,4,0
"17685",50,72,60,80,81,95,103
"17686",46,52,39,42,52,65,79
"17687",12,4,5,8,10,8,7
"17688",2,0,3,3,2,2,1
"17689",113,178,111,116,135,187,167
"17690",150,110,115,121,125,166,225
"17691",133,153,189,177,245,328,365
"17692",39,57,65,84,91,167,53
"17693",24,41,25,27,18,36,27
"17694",26,52,34,30,32,26,16
"17695",0,0,1,2,1,3,1
"17696",301,319,325,437,610,844,733
"17697",4,3,13,3,5,15,27
"17698",69,58,38,51,77,102,89
"17699",18,20,18,16,20,57,47
"17700",3,4,5,4,6,7,0
"17701",2540,1740,1259,1404,2100,4322,4586
"17702",42,30,53,42,53,99,70
"17703",1,0,1,2,1,2,0
"17704",67,46,48,53,59,85,105
"17705",2,2,1,4,2,3,5
"17706",4,6,3,1,3,3,2
"17707",4,1,5,4,2,3,2
"17708",1,3,6,1,0,1,2
"17709",67,50,84,78,81,135,138
"17710",17,22,18,17,22,42,27
"17711",16,17,9,25,18,17,13
"17712",6,6,7,12,7,13,23
"17713",64,57,73,72,61,123,87
"17714",0,0,1,0,2,0,1
"17715",40,21,28,33,56,65,82
"17716",1,1,3,4,3,1,2
"17717",1,4,5,5,3,3,3
"17718",3,4,7,3,8,5,8
"17719",60,76,74,74,99,95,71
"17720",2,4,2,2,2,0,6
"17721",3,13,5,4,4,4,4
"17722",1,2,2,1,1,1,2
"17723",133,103,109,118,156,240,230
"17724",13,14,10,15,26,15,11
"17725",74,51,55,56,48,80,81
"17726",5,6,5,7,3,19,7
"17727",1,1,0,1,1,1,2
"17728",22,11,15,14,17,18,15
"17729",18,15,20,13,29,73,73
"17730",3,9,5,9,6,8,3
"17731",163,192,193,197,228,223,178
"17732",21,52,37,28,59,32,14
"17733",87,80,73,85,83,74,42
"17734",101,71,85,99,106,145,190
"17735",12,17,16,18,24,66,27
"17736",307,242,244,247,264,453,391
"17737",50,66,63,80,81,70,67
"17738",10,14,10,18,11,8,9
"17739",93,65,62,77,91,180,171
"17740",1,0,0,0,0,0,1
"17741",0,2,1,1,1,0,5
"17742",0,1,1,1,1,2,1
"17743",49,74,88,72,106,130,113
"17744",6,12,7,7,6,11,11
"17745",31,16,23,22,32,33,40
"17746",15,16,21,21,32,60,48
"17747",11,20,13,15,60,30,27
"17748",1,2,3,0,3,5,10
"17749",254,210,139,189,146,156,165
"17750",6,7,5,2,5,0,0
"17751",46,35,50,41,59,122,170
"17752",2,5,2,3,3,15,3
"17753",81,71,51,64,112,136,141
"17754",32,28,9,24,36,30,29
"17755",2,3,2,0,1,0,1
"17756",14,11,13,12,13,12,11
"17757",5,2,8,2,3,6,7
"17758",6,8,4,5,7,7,10
"17759",2,2,4,5,4,10,4
"17760",23,19,22,27,24,52,66
"17761",106,178,174,172,143,181,90
"17762",1,1,0,0,0,1,1
"17763",9,21,22,22,13,14,22
"17764",24,17,14,22,24,29,34
"17765",14,13,19,8,21,49,49
"17766",1,0,0,0,8,59,6
"17767",4,2,4,1,0,1,3
"17768",81,70,69,71,94,166,175
"17769",18,15,9,13,8,18,25
"17770",4,7,6,5,4,7,11
"17771",6,14,16,11,18,16,20
"17772",4,4,1,5,3,7,3
"17773",2,2,4,2,2,1,0
"17774",16,11,13,13,5,8,21
"17775",39,72,120,66,109,116,51
"17776",42,87,79,76,71,118,45
"17777",7,6,3,5,14,13,9
"17778",0,0,0,0,0,2,2
"17779",3,1,3,3,6,5,8
"17780",235,230,192,228,215,254,241
"17781",5,4,7,5,3,5,9
"17782",37,27,28,22,33,31,35
"17783",12,12,7,17,11,17,14
"17784",0,1,0,0,1,4,1
"17785",6,10,2,3,8,7,6
"17786",24,26,27,30,27,50,29
"17787",51,44,44,44,65,87,82
"17788",3,6,2,4,1,2,2
"17789",14,5,11,8,13,7,9
"17790",11,3,10,10,4,6,13
"17791",49,37,18,64,82,73,61
"17792",2,3,1,0,7,1,1
"17793",40,33,53,39,63,61,38
"17794",177,111,134,153,174,69,107
"17795",592,436,452,377,453,666,755
"17796",17,22,24,20,32,19,12
"17797",74,66,100,64,58,148,107
"17798",7,11,19,23,30,18,21
"17799",273,210,170,209,254,421,306
"17800",1,0,4,4,1,19,7
"17801",14,15,12,16,20,19,21
"17802",90,86,81,97,100,112,94
"17803",64,42,51,50,49,81,104
"17804",17,20,17,16,25,35,28
"17805",2,2,5,2,5,8,0
"17806",5,4,6,4,7,12,11
"17807",36,42,28,43,46,4,1
"17808",49,55,60,61,66,123,117
"17809",5,0,0,2,2,3,5
"17810",73,76,87,90,98,136,157
"17811",0,11,11,6,8,19,12
"17812",32,21,19,43,33,37,33
"17813",85,5,6,72,58,82,118
"17814",3,2,7,4,8,10,8
"17815",10,12,12,20,15,0,2
"17816",36,43,29,35,29,32,27
"17817",2,2,2,1,1,1,1
"17818",0,1,0,1,1,1,3
"17819",18,25,36,19,10,4,3
"17820",13,7,18,17,18,20,22
"17821",17,15,11,15,22,17,18
"17822",15,13,12,22,31,22,24
"17823",0,2,1,2,1,2,1
"17824",112,90,95,115,100,113,112
"17825",0,0,1,3,2,3,1
"17826",2,7,4,2,6,0,0
"17827",54,46,57,64,77,64,59
"17828",71,35,34,32,59,82,102
"17829",2,13,8,10,9,32,31
"17830",10,10,8,8,15,4,4
"17831",126,91,108,91,135,163,207
"17832",15,16,21,23,34,46,25
"17833",14,14,17,14,15,30,29
"17834",16,21,20,35,17,28,28
"17835",5,7,3,8,4,5,6
"17836",25,36,30,31,33,44,40
"17837",1,1,0,4,2,6,6
"17838",6,2,7,3,5,7,8
"17839",156,177,190,212,201,229,17
"17840",13,9,10,11,19,13,12
"17841",36,37,54,62,77,116,84
"17842",11,6,19,11,25,18,1
"17843",0,1,1,2,2,0,2
"17844",5,7,10,3,5,16,9
"17845",9,2,5,3,8,14,16
"17846",9,6,2,3,7,12,7
"17847",6,8,10,4,12,9,9
"17848",4,4,0,1,2,4,3
"17849",1,1,1,0,3,4,1
"17850",2,0,1,1,8,6,6
"17851",17,9,4,5,13,16,14
"17852",6,7,7,10,4,7,11
"17853",263,273,272,271,320,262,221
"17854",31,27,19,32,32,14,19
"17855",14,10,19,19,22,23,24
"17856",82,73,96,110,155,233,245
"17857",0,0,3,0,1,0,6
"17858",19,15,18,14,15,17,17
"17859",71,71,78,101,102,94,84
"17860",10,3,5,8,8,5,2
"17861",8,12,14,8,23,27,2
"17862",0,0,0,0,1,1,0
"17863",0,0,1,0,0,0,1
"17864",16,12,12,15,19,37,14
"17865",3,3,2,3,9,20,12
"17866",13,10,3,8,7,6,8
"17867",1,1,0,0,1,2,0
"17868",2,3,2,3,1,7,4
"17869",41,51,42,58,56,43,17
"17870",2,4,3,4,4,5,0
"17871",6,8,8,6,3,10,9
"17872",5,1,2,5,0,1,3
"17873",1,4,2,6,5,4,2
"17874",4,3,2,1,6,6,4
"17875",5,2,2,5,9,3,1
"17876",117,97,208,118,160,220,184
"17877",0,3,1,5,3,13,20
"17878",6,3,10,7,7,4,3
"17879",2,5,3,4,2,7,13
"17880",2,8,7,6,6,7,9
"17881",5,1,1,2,4,6,1
"17882",570,402,442,487,548,1162,1334
"17883",2,2,3,2,1,3,3
"17884",23,28,29,28,26,25,28
"17885",20,29,30,33,42,51,35
"17886",1,0,0,2,6,0,0
"17887",0,0,1,0,0,0,0
"17888",0,0,0,0,0,1,0
"17889",0,6,6,10,24,32,13
"17890",4,1,1,0,1,4,0
"17891",47,46,54,60,62,95,96
"17892",14,17,13,12,19,24,20
"17893",1,1,0,1,2,1,1
"17894",40,40,33,23,44,78,57
"17895",1,2,5,2,6,5,7
"17896",110,130,197,105,107,105,112
"17897",4,6,9,7,28,18,17
"17898",0,1,0,0,1,2,0
"17899",37,37,27,38,39,31,35
"17900",0,0,2,0,0,0,0
"17901",138,124,155,137,160,135,119
"17902",29,44,38,46,53,39,29
"17903",43,59,74,70,81,74,68
"17904",0,3,1,2,0,1,4
"17905",11,20,24,30,25,33,12
"17906",25,19,32,29,38,32,11
"17907",6,5,6,2,9,4,9
"17908",1,0,0,0,1,1,3
"17909",4,6,7,6,17,11,8
"17910",100,81,85,77,100,324,399
"17911",27,57,47,55,31,8,7
"17912",0,0,3,4,8,3,3
"17913",2,3,4,3,6,1,2
"17914",4,2,4,4,5,6,17
"17915",4,0,0,0,0,2,1
"17916",38,27,33,35,33,44,54
"17917",0,0,0,0,0,1,0
"17918",11,14,21,6,14,18,21
"17919",9,8,11,17,16,24,26
"17920",5,11,4,7,7,8,6
"17921",4,4,5,5,5,6,3
"17922",22,31,33,20,33,40,29
"17923",1,2,2,2,2,4,3
"17924",17,12,9,13,16,9,15
"17925",1,4,3,8,7,5,3
"17926",25,36,46,54,56,121,165
"17927",3,6,12,9,17,27,23
"17928",8,6,18,9,13,25,22
"17929",4,3,0,0,5,2,1
"17930",0,1,2,3,1,2,1
"17931",29,19,29,27,34,59,54
"17932",3,10,5,1,11,5,1
"17933",6,5,1,3,4,3,3
"17934",36,32,104,66,76,160,111
"17935",47,30,46,45,43,65,51
"17936",7,13,12,12,8,15,4
"17937",149,158,166,163,175,234,237
"17938",124,131,156,160,134,185,188
"17939",4,5,3,4,4,13,3
"17940",139,121,108,115,135,236,182
"17941",136,75,62,64,76,59,97
"17942",118,95,123,111,131,225,201
"17943",34,39,36,32,18,25,21
"17944",17,14,8,9,11,11,11
"17945",0,1,1,1,1,1,2
"17946",14,23,20,14,16,15,11
"17947",4,9,15,44,24,39,28
"17948",21,14,17,14,32,37,39
"17949",3,3,6,4,4,10,7
"17950",18,29,20,19,18,37,29
"17951",10,7,9,5,11,19,28
"17952",24,35,27,31,24,20,19
"17953",72,73,98,90,96,129,100
"17954",2,0,0,2,2,3,1
"17955",1,0,0,0,1,1,0
"17956",46,43,52,57,48,86,90
"17957",4,3,3,2,7,15,6
"17958",28,20,36,37,35,80,38
"17959",7,4,5,7,12,8,5
"17960",1,2,7,8,12,21,3
"17961",29,28,29,33,34,42,33
"17962",30,21,10,30,15,17,17
"17963",20,22,24,20,31,25,20
"17964",2,2,3,7,16,26,29
"17965",36,20,43,58,59,185,201
"17966",7,4,8,3,4,2,4
"17967",33,29,40,26,22,44,52
"17968",14,11,16,17,20,32,20
"17969",71,42,48,50,66,95,107
"17970",33,28,35,26,21,19,20
"17971",1,2,3,4,1,2,3
"17972",0,1,1,0,2,4,2
"17973",1,2,8,4,5,6,4
"17974",29,10,24,15,23,79,7
"17975",24,35,32,47,51,64,42
"17976",124,150,146,168,197,365,388
"17977",0,1,3,2,2,3,6
"17978",6,11,8,6,8,14,5
"17979",0,0,0,0,1,0,0
"17980",0,0,0,1,2,0,1
"17981",91,90,94,119,100,166,163
"17982",0,3,3,10,6,8,4
"17983",8,9,3,9,2,11,4
"17984",13,10,12,12,16,3,1
"17985",0,0,0,1,0,1,0
"17986",1,7,10,6,12,16,13
"17987",627,567,599,592,620,605,615
"17988",10,11,11,9,10,1,2
"17989",3,3,9,7,10,5,4
"17990",81,77,91,86,119,160,113
"17991",1,1,0,1,1,0,0
"17992",20,15,55,31,46,44,59
"17993",14,14,7,19,15,31,36
"17994",14,13,2,9,9,11,11
"17995",0,4,8,9,9,6,9
"17996",0,0,2,3,0,0,3
"17997",6,25,16,18,11,14,7
"17998",0,0,4,0,2,1,0
"17999",7,9,7,6,8,9,18
"18000",51,55,48,46,47,27,23
"18001",1,2,0,1,3,2,3
"18002",18,11,25,30,16,44,59
"18003",7,5,8,2,9,8,4
"18004",63,55,48,60,61,76,67
"18005",14,10,9,10,12,10,6
"18006",263,278,304,326,304,145,107
"18007",2,0,0,2,2,4,4
"18008",12,16,32,26,31,29,38
"18009",38,32,41,49,33,38,43
"18010",49,65,96,64,67,52,50
"18011",1,2,0,1,0,1,0
"18012",26,35,66,17,50,46,53
"18013",2,0,0,3,0,3,6
"18014",5,6,6,5,4,10,2
"18015",1,0,1,3,2,2,0
"18016",0,0,0,0,0,2,3
"18017",33,19,16,16,19,42,51
"18018",9,7,8,17,21,16,18
"18019",21,22,27,24,14,32,19
"18020",1,3,3,7,7,17,9
"18021",6,11,12,13,26,30,16
"18022",3,6,6,3,4,4,5
"18023",4,3,1,5,1,2,9
"18024",343,384,384,348,410,525,464
"18025",0,0,0,1,1,0,5
"18026",33,29,26,35,39,49,35
"18027",3,3,4,7,3,3,4
"18028",8,6,3,8,10,6,9
"18029",87,70,72,72,86,85,79
"18030",2,1,4,2,1,2,1
"18031",1,0,0,0,0,0,0
"18032",105,117,128,131,158,216,138
"18033",1,2,0,1,1,1,4
"18034",25,49,35,41,281,46,41
"18035",1,1,3,5,1,1,0
"18036",10,9,7,9,13,22,25
"18037",24,16,20,17,27,45,1
"18038",54,32,55,43,63,91,87
"18039",8,11,13,8,8,3,2
"18040",0,1,0,1,1,1,2
"18041",20,22,33,17,25,33,14
"18042",0,0,0,1,2,1,1
"18043",2,7,6,8,5,4,2
"18044",11,10,13,12,23,16,18
"18045",24,25,31,32,34,67,70
"18046",16,16,18,23,37,45,41
"18047",0,0,1,0,1,2,4
"18048",49,58,59,83,68,155,142
"18049",21,46,52,65,63,85,70
"18050",1157,793,756,832,968,1352,1370
"18051",40,39,56,56,43,69,59
"18052",1,0,1,0,0,1,0
"18053",3,1,1,2,13,27,20
"18054",6,2,6,8,13,10,7
"18055",16,11,20,21,18,34,16
"18056",7,8,7,14,10,15,8
"18057",9,4,6,7,6,19,1
"18058",16,22,25,22,22,32,31
"18059",9,6,11,14,18,25,18
"18060",0,1,1,3,3,0,1
"18061",8,3,3,3,4,4,7
"18062",9,6,15,11,8,32,53
"18063",0,5,2,2,0,4,3
"18064",30,16,22,25,40,85,57
"18065",1,4,2,3,4,2,3
"18066",16,7,13,10,9,21,17
"18067",3,4,26,11,3,1,1
"18068",5,2,7,7,14,14,7
"18069",6,3,5,9,8,16,16
"18070",12,14,23,17,38,70,68
"18071",0,0,0,0,0,1,4
"18072",8,8,14,6,12,16,9
"18073",14,10,9,11,19,21,23
"18074",55,96,60,65,77,231,134
"18075",0,1,1,0,0,1,6
"18076",3,5,5,7,10,8,2
"18077",2,13,17,26,21,68,77
"18078",0,4,0,1,1,1,1
"18079",13,7,6,8,16,28,21
"18080",14,20,30,22,21,4,7
"18081",5,2,1,5,2,6,6
"18082",8,7,7,6,5,5,7
"18083",4,0,3,2,1,1,2
"18084",31,37,44,38,49,23,13
"18085",0,0,0,1,0,0,0
"18086",17,24,25,25,29,35,41
"18087",19,14,16,9,18,18,23
"18088",236,193,199,222,281,388,391
"18089",7,2,3,3,10,6,3
"18090",189,152,192,164,202,347,310
"18091",2,3,1,3,4,7,19
"18092",1,0,0,1,0,2,2
"18093",75,49,79,63,70,97,87
"18094",77,18,98,167,174,216,171
"18095",24,28,16,28,32,84,99
"18096",1,0,0,0,0,0,0
"18097",17,13,9,19,16,15,17
"18098",0,0,1,0,2,0,1
"18099",3,2,0,1,1,1,1
"18100",77,70,64,62,102,121,64
"18101",14,45,38,36,55,68,31
"18102",42,49,55,44,38,16,22
"18103",21,36,31,32,38,40,8
"18104",1,0,2,0,0,0,1
"18105",5,7,1,16,13,17,6
"18106",0,1,0,1,0,1,0
"18107",4,10,6,10,11,9,9
"18108",4,16,13,3,3,14,4
"18109",56,74,56,73,77,70,11
"18110",14,26,21,24,24,39,42
"18111",129,289,294,204,195,133,17
"18112",75,57,101,67,93,175,151
"18113",6,1,4,11,16,19,14
"18114",11,3,5,7,13,19,27
"18115",0,0,2,0,0,0,0
"18116",12,39,78,69,94,164,126
"18117",4,6,3,2,12,4,15
"18118",0,1,1,0,1,0,0
"18119",13,6,9,13,13,9,17
"18120",5,0,5,3,7,4,5
"18121",2,5,2,2,2,1,0
"18122",0,0,1,0,1,0,0
"18123",2,1,2,2,2,2,3
"18124",109,81,88,111,177,332,337
"18125",14,4,6,7,9,11,12
"18126",141,122,142,149,160,238,264
"18127",1,1,1,0,0,1,0
"18128",3,4,5,1,1,1,4
"18129",26,29,15,27,24,15,18
"18130",13,18,14,15,10,26,31
"18131",5,6,2,4,5,8,6
"18132",7,10,14,9,11,5,10
"18133",17,21,21,27,33,33,34
"18134",0,1,1,0,0,0,1
"18135",43,36,25,33,42,61,56
"18136",13,3,7,7,8,19,11
"18137",5,3,3,5,4,1,2
"18138",0,0,0,0,2,1,0
"18139",0,1,5,3,4,0,2
"18140",365,359,370,351,374,537,569
"18141",2,0,0,1,4,3,2
"18142",5,4,4,9,5,11,15
"18143",64,56,38,52,46,60,42
"18144",10,14,11,3,11,13,13
"18145",3,4,2,3,3,3,8
"18146",7,4,7,8,5,10,6
"18147",3,2,3,2,2,0,2
"18148",18,20,26,28,16,24,21
"18149",2,3,4,2,4,2,6
"18150",117,90,83,79,105,183,187
"18151",395,369,415,429,473,603,485
"18152",3,1,7,1,1,7,4
"18153",3,13,5,7,9,10,11
"18154",7,15,14,11,17,1,0
"18155",35,26,25,43,31,107,73
"18156",2,1,0,2,0,0,0
"18157",3,0,1,1,4,0,4
"18158",33,29,40,49,40,33,24
"18159",11,2,6,7,9,4,8
"18160",4,0,1,3,2,2,1
"18161",19,18,13,11,12,11,19
"18162",56,50,52,54,54,71,61
"18163",7,5,8,4,6,7,6
"18164",67,88,68,101,75,83,84
"18165",0,0,1,0,1,3,0
"18166",11,15,20,25,18,4,10
"18167",13,56,86,25,24,22,23
"18168",25,36,52,49,70,64,65
"18169",20,15,12,17,19,25,40
"18170",352,244,250,255,284,370,434
"18171",6,10,4,6,12,5,13
"18172",20,19,21,22,22,1,0
"18173",3,3,5,2,6,15,5
