"","Checkin_day","Checkin_night"
"17905",45,110
"17906",117,69
"17907",19,22
"17908",2,4
"17909",20,39
"17910",879,287
"17911",59,173
"17912",13,8
"17913",7,14
"17914",29,13
"17915",5,2
"17916",186,78
"17917",0,1
"17918",28,77
"17919",91,20
"17920",5,43
"17921",11,21
"17922",61,147
"17923",2,14
"17924",35,56
"17925",12,19
"17926",185,318
"17927",55,42
"17928",90,11
"17929",9,6
"17930",1,9
"17931",18,233
"17932",26,10
"17933",9,16
"17934",24,561
"17935",87,240
"17936",45,26
"17937",117,1165
"17938",336,742
"17939",34,2
"17940",32,1004
"17941",11,558
"17942",28,976
"17943",44,161
"17944",37,44
"17945",5,2
"17946",49,64
"17947",31,132
"17948",31,143
"17949",17,20
"17950",39,131
"17951",7,82
"17952",23,157
"17953",119,539
"17954",2,8
"17955",0,3
"17956",54,368
"17957",2,38
"17958",9,265
"17959",23,25
"17960",26,28
"17961",32,196
"17962",9,131
"17963",76,86
"17964",17,68
"17965",372,230
"17966",24,8
"17967",112,134
"17968",46,84
"17969",12,467
"17970",35,147
"17971",6,10
"17972",4,6
"17973",3,27
"17974",145,42
"17975",106,189
"17976",357,1181
"17977",16,1
"17978",8,50
"17979",1,0
"17980",3,1
"17981",47,776
"17982",1,33
"17983",5,41
"17984",35,32
"17985",1,1
"17986",17,48
"17987",240,3985
"17988",10,44
"17989",15,26
"17990",172,555
"17991",3,1
"17992",32,238
"17993",133,3
"17994",11,58
"17995",45,0
"17996",4,4
"17997",36,61
"17998",5,2
"17999",7,57
"18000",170,127
"18001",1,11
"18002",2,201
"18003",13,30
"18004",22,408
"18005",46,25
"18006",1110,617
"18007",3,11
"18008",19,165
"18009",82,192
"18010",78,365
"18011",1,4
"18012",24,269
"18013",1,13
"18014",11,27
"18015",3,6
"18016",2,3
"18017",8,188
"18018",35,61
"18019",22,137
"18020",6,41
"18021",27,87
"18022",24,7
"18023",19,6
"18024",36,2822
"18025",4,3
"18026",128,118
"18027",2,25
"18028",24,26
"18029",33,518
"18030",5,8
"18031",0,1
"18032",326,667
"18033",5,5
"18034",123,395
"18035",8,4
"18036",28,67
"18037",59,91
"18038",92,333
"18039",10,43
"18040",2,4
"18041",50,114
"18042",3,2
"18043",5,29
"18044",24,79
"18045",105,178
"18046",52,144
"18047",1,7
"18048",176,438
"18049",99,303
"18050",1686,5542
"18051",50,312
"18052",2,1
"18053",10,57
"18054",21,31
"18055",14,122
"18056",29,40
"18057",40,12
"18058",27,143
"18059",44,57
"18060",2,7
"18061",3,29
"18062",17,117
"18063",7,9
"18064",208,67
"18065",3,16
"18066",21,72
"18067",12,37
"18068",6,50
"18069",7,56
"18070",47,195
"18071",1,4
"18072",9,64
"18073",7,100
"18074",38,680
"18075",1,8
"18076",20,20
"18077",82,142
"18078",0,8
"18079",13,86
"18080",45,73
"18081",13,14
"18082",12,33
"18083",0,13
"18084",125,110
"18085",0,1
"18086",59,137
"18087",30,87
"18088",83,1827
"18089",9,25
"18090",68,1488
"18091",12,27
"18092",2,4
"18093",42,478
"18094",53,868
"18095",235,76
"18096",0,1
"18097",11,95
"18098",0,4
"18099",1,8
"18100",50,510
"18101",75,212
"18102",151,115
"18103",59,147
"18104",2,2
"18105",23,42
"18106",0,3
"18107",55,4
"18108",22,35
"18109",272,145
"18110",53,137
"18111",96,1165
"18112",19,700
"18113",13,58
"18114",23,62
"18115",2,0
"18116",208,374
"18117",12,34
"18118",0,3
"18119",24,56
"18120",5,24
"18121",6,8
"18122",0,2
"18123",2,12
"18124",62,1173
"18125",18,45
"18126",162,1054
"18127",1,3
"18128",2,17
"18129",23,131
"18130",55,72
"18131",7,29
"18132",57,9
"18133",40,146
"18134",0,3
"18135",88,208
"18136",2,66
"18137",14,9
"18138",0,3
"18139",8,7
"18140",1474,1451
"18141",4,8
"18142",6,47
"18143",38,320
"18144",4,71
"18145",7,19
"18146",16,31
"18147",0,14
"18148",53,100
"18149",22,1
"18150",25,819
"18151",359,2810
"18152",0,24
"18153",10,48
"18154",42,23
"18155",13,327
"18156",4,1
"18157",2,11
"18158",25,223
"18159",14,33
"18160",13,0
"18161",48,55
"18162",24,374
"18163",12,31
"18164",42,524
"18165",2,3
"18166",27,76
"18167",63,186
"18168",148,213
"18169",71,77
"18170",122,2067
"18171",23,33
"18172",94,11
"18173",22,17
"18174",18,58
"18175",610,820
"18176",85,144
"18177",21,28
"18178",21,60
"18179",2,13
"18180",10,20
"18181",14,0
"18182",22,37
"18183",26,35
"18184",88,152
"18185",259,16
"18186",10,19
"18187",14,79
"18188",39,39
"18189",67,1058
"18190",4,19
"18191",5,5
"18192",30,58
"18193",26,167
"18194",16,29
"18195",0,10
"18196",222,363
"18197",39,66
"18198",8,22
"18199",15,244
"18200",17,24
"18201",2,6
"18202",509,444
"18203",2,51
"18204",21,105
"18205",6,22
"18206",212,391
"18207",2,0
"18208",30,375
"18209",62,95
"18210",563,101
"18211",116,738
"18212",6,34
"18213",10,121
"18214",102,204
"18215",14,90
"18216",30,98
"18217",2,1
"18218",2,34
"18219",22,23
"18220",4,9
"18221",41,112
"18222",71,466
"18223",3,8
"18224",13,110
"18225",67,26
"18226",203,314
"18227",3,63
"18228",137,213
"18229",78,44
"18230",226,481
"18231",102,356
"18232",143,1093
"18233",0,1
"18234",18,41
"18235",2,2
"18236",45,536
"18237",205,695
"18238",7,10
"18239",9,25
"18240",349,152
"18241",6,12
"18242",212,520
"18243",2,15
"18244",10,65
"18245",3,1
"18246",128,57
"18247",10,12
"18248",65,179
"18249",1,6
"18250",6,192
"18251",117,26
"18252",10,29
"18253",37,17
"18254",82,1012
"18255",371,1791
"18256",4,19
"18257",8,161
"18258",197,919
"18259",29,5
"18260",1,37
"18261",5,22
"18262",57,273
"18263",0,2
"18264",85,1127
"18265",37,95
"18266",204,61
"18267",105,119
"18268",8,6
"18269",77,176
"18270",17,22
"18271",20,197
"18272",130,527
"18273",13,103
"18274",15,90
"18275",8,15
"18276",24,22
"18277",0,5
"18278",60,44
"18279",16,18
"18280",0,3
"18281",39,8
"18282",11,59
"18283",32,144
"18284",4,8
"18285",58,410
"18286",511,238
"18287",12,29
"18288",6,10
"18289",2,26
"18290",12,36
"18291",104,308
"18292",13,79
"18293",70,259
"18294",47,859
"18295",13,13
"18296",7,3
"18297",8,19
"18298",13,42
"18299",24,170
"18300",28,314
"18301",2,14
"18302",34,284
"18303",27,16
"18304",111,166
"18305",1254,1023
"18306",79,1363
"18307",58,276
"18308",13,74
"18309",16,42
"18310",434,1249
"18311",173,576
"18312",6,25
"18313",7,52
"18314",11,66
"18315",1225,2053
"18316",24,364
"18317",2,1
"18318",25,61
"18319",47,87
"18320",14,20
"18321",8,24
"18322",3,104
"18323",75,272
"18324",12,151
"18325",4,13
"18326",156,352
"18327",10,9
"18328",0,2
"18329",17,1
"18330",2,0
"18331",20,27
"18332",42,45
"18333",4,16
"18334",0,1
"18335",12,46
"18336",0,9
"18337",302,245
"18338",27,290
"18339",2,12
"18340",3,4
"18341",13,2
"18342",61,162
"18343",23,319
"18344",379,217
"18345",41,153
"18346",1,1
"18347",67,144
"18348",20,161
"18349",15,13
"18350",204,445
"18351",259,847
"18352",121,129
"18353",5,43
"18354",45,842
"18355",5,19
"18356",12,30
"18357",12,20
"18358",18,114
"18359",160,193
"18360",44,97
"18361",4,58
"18362",1,11
"18363",84,218
"18364",343,5872
"18365",0,3
"18366",55,8
"18367",10,74
"18368",16,271
"18369",31,2134
"18370",11,137
"18371",59,304
"18372",26,912
"18373",5,66
"18374",133,69
"18375",6,14
"18376",4,60
"18377",2,8
"18378",33,42
"18379",49,27
"18380",21,50
"18381",11,24
"18382",17,6
"18383",5,25
"18384",2,1
"18385",85,997
"18386",54,16
"18387",76,672
"18388",25,158
"18389",12,56
"18390",0,8
"18391",0,10
"18392",8,162
"18393",24,29
"18394",67,222
"18395",6,17
"18396",414,1236
"18397",92,18
"18398",35,73
"18399",346,146
"18400",2,32
"18401",667,1180
"18402",16,175
"18403",20,15
"18404",6,10
"18405",2,2
"18406",365,1700
"18407",36,50
"18408",13,29
"18409",29,40
"18410",6,2
"18411",6,15
"18412",38,217
"18413",7,205
"18414",38,125
"18415",253,382
"18416",2,1
"18417",42,255
"18418",161,2106
"18419",21,48
"18420",7,39
"18421",109,1187
"18422",3,9
"18423",14,14
"18424",54,171
"18425",501,2777
"18426",394,373
"18427",7,24
"18428",10,24
"18429",4,12
"18430",14,43
"18431",17,97
"18432",21,95
"18433",236,330
"18434",4,22
"18435",12,190
"18436",8,32
"18437",5,5
"18438",31,320
"18439",28,67
"18440",2,1
"18441",0,8
"18442",5,6
"18443",4,55
"18444",169,267
"18445",4,9
"18446",10,46
"18447",2,13
"18448",2,17
"18449",107,128
"18450",22,147
"18451",2,3
"18452",1,33
"18453",113,56
"18454",13,126
"18455",17,74
"18456",106,1398
"18457",5,17
"18458",5,16
"18459",20,30
"18460",6,57
"18461",136,1364
"18462",5,4
"18463",4,21
"18464",567,2320
"18465",63,420
"18466",7,25
"18467",2,25
"18468",302,2210
"18469",22,81
"18470",3,26
"18471",6,36
"18472",25,132
"18473",36,46
"18474",233,162
"18475",5,8
"18476",10,15
"18477",9,161
"18478",0,2
"18479",130,357
"18480",7,23
"18481",146,427
"18482",230,381
"18483",82,54
"18484",17,47
"18485",0,124
"18486",0,7
"18487",1,5
"18488",1,4
"18489",29,132
"18490",1,1
"18491",34,43
"18492",3,4
"18493",45,2
"18494",3,301
"18495",1,29
"18496",91,287
"18497",43,48
"18498",0,51
"18499",34,270
"18500",23,3
"18501",4,1
"18502",66,137
"18503",0,1
"18504",2,5
"18505",3,8
"18506",4,72
"18507",26,501
"18508",7,52
"18509",666,471
"18510",124,521
"18511",313,513
"18512",319,1147
"18513",3,1
"18514",84,182
"18515",0,3
"18516",14,156
"18517",26,113
"18518",62,16
"18519",12,536
"18520",335,877
"18521",48,260
"18522",207,60
"18523",462,4924
"18524",19,205
"18525",78,887
"18526",37,105
"18527",14,17
"18528",259,181
"18529",1,2
"18530",78,376
"18531",3,8
"18532",0,8
"18533",16,21
"18534",90,129
"18535",15,147
"18536",133,288
"18537",25,844
"18538",4,16
"18539",24,163
"18540",8,5
"18541",49,297
"18542",62,651
"18543",6,40
"18544",100,148
"18545",3,4
"18546",4,7
"18547",5,19
"18548",6,9
"18549",14,0
"18550",4,6
"18551",8,12
"18552",14,0
"18553",5,115
"18554",1,2
"18555",292,293
"18556",0,10
"18557",318,620
"18558",66,138
"18559",3,0
"18560",174,121
"18561",18,46
"18562",81,56
"18563",100,1627
"18564",137,433
"18565",83,510
"18566",1,8
"18567",7,40
"18568",185,379
"18569",17,47
"18570",55,100
"18571",29,427
"18572",34,243
"18573",2,127
"18574",98,99
"18575",12,15
"18576",39,13
"18577",7,26
"18578",12,332
"18579",21,3
"18580",65,1044
"18581",174,1703
"18582",0,7
"18583",21,105
"18584",453,247
"18585",59,343
"18586",2,15
"18587",2,5
"18588",14,201
"18589",1,84
"18590",1,5
"18591",2,0
"18592",2,18
"18593",41,18
"18594",161,540
"18595",18,34
"18596",10,24
"18597",75,276
"18598",4,7
"18599",12,109
"18600",22,66
"18601",10,14
"18602",42,109
"18603",224,339
"18604",156,172
"18605",2,17
"18606",1,2
"18607",12,56
"18608",196,428
"18609",29,616
"18610",3,5
"18611",1,11
"18612",5,7
"18613",1,0
"18614",0,5
"18615",2,16
"18616",5,90
"18617",1,4
"18618",8,12
"18619",5,57
"18620",29,75
"18621",5,3
"18622",1,2
"18623",35,125
"18624",73,53
"18625",3,137
"18626",246,1721
"18627",7,3
"18628",432,413
"18629",29,144
"18630",12,74
"18631",18,47
"18632",24,44
"18633",73,1074
"18634",35,72
"18635",40,31
"18636",0,8
"18637",35,136
"18638",4,5
"18639",209,537
"18640",23,13
"18641",160,111
"18642",285,1000
"18643",6,28
"18644",15,9
"18645",2,174
"18646",293,633
"18647",1,11
"18648",3,0
"18649",3,46
"18650",56,192
"18651",13,24
"18652",117,479
"18653",3,12
"18654",1043,747
"18655",49,79
"18656",44,140
"18657",0,25
"18658",8,8
"18659",0,5
"18660",5,20
"18661",1,9
"18662",3,18
"18663",41,514
"18664",26,452
"18665",2,2
"18666",8,35
"18667",7,5
"18668",8,14
"18669",25,411
"18670",17,133
"18671",0,2
"18672",13,13
"18673",43,167
"18674",0,8
"18675",9,41
"18676",0,1
"18677",27,6
"18678",2,3
"18679",29,338
"18680",3,14
"18681",182,48
"18682",48,77
"18683",28,90
"18684",4,1
"18685",0,1
"18686",11,7
"18687",29,315
"18688",273,713
"18689",0,2
"18690",1,17
"18691",27,45
"18692",37,109
"18693",0,9
"18694",8,0
"18695",96,17
"18696",7,64
"18697",96,1093
"18698",6,43
"18699",5,12
"18700",252,195
"18701",0,4
"18702",1,11
"18703",20,57
"18704",21,103
"18705",5,1
"18706",380,810
"18707",174,629
"18708",44,264
"18709",6,103
"18710",3,50
"18711",17,7
"18712",12,61
"18713",32,42
"18714",5,0
"18715",0,15
"18716",299,1890
"18717",24,507
"18718",25,48
"18719",13,276
"18720",103,95
"18721",12,2
"18722",177,111
"18723",119,468
"18724",57,540
"18725",4,15
"18726",19,44
"18727",28,123
"18728",0,1
"18729",23,146
"18730",614,1081
"18731",93,503
"18732",139,238
"18733",51,26
"18734",1,123
"18735",21,210
"18736",5,29
"18737",101,192
"18738",25,203
"18739",14,225
"18740",14,16
"18741",0,5
"18742",48,686
"18743",59,56
"18744",35,107
"18745",9,87
"18746",27,209
"18747",126,150
"18748",32,32
"18749",0,2
"18750",40,19
"18751",18,83
"18752",15,74
"18753",44,3
"18754",12,68
"18755",69,528
"18756",324,559
"18757",849,1635
"18758",13,19
"18759",4,23
"18760",9,15
"18761",2,6
"18762",285,2232
"18763",13,228
"18764",2,83
"18765",1,6
"18766",5,129
"18767",14,12
"18768",77,148
"18769",14,145
"18770",55,54
"18771",3,2
"18772",5,22
"18773",21,189
"18774",9,18
"18775",33,132
"18776",3,20
"18777",7,18
"18778",1343,2137
"18779",1,9
"18780",54,207
"18781",7,15
"18782",232,2561
"18783",72,696
"18784",23,168
"18785",6,4
"18786",1,6
"18787",15,7
"18788",264,351
"18789",19,43
"18790",6,37
"18791",3,23
"18792",10,151
"18793",6,25
"18794",54,1158
"18795",47,141
"18796",9,23
"18797",9,9
"18798",53,137
"18799",123,495
"18800",9,22
"18801",72,73
"18802",40,9
"18803",13,32
"18804",41,470
"18805",22,75
"18806",0,5
"18807",95,86
"18808",28,49
"18809",6,169
"18810",57,312
"18811",78,510
"18812",2,13
"18813",9,76
"18814",53,227
"18815",4,19
"18816",19,228
"18817",170,261
"18818",7,13
"18819",117,160
"18820",0,2
"18821",7,7
"18822",46,1079
"18823",24,72
"18824",3,6
"18825",1,7
"18826",21,171
"18827",3,3
"18828",6,0
"18829",171,392
"18830",32,141
"18831",2,15
"18832",14,57
"18833",9,109
"18834",66,120
"18835",1278,2470
"18836",33,160
"18837",11,12
"18838",14,208
"18839",156,118
"18840",7,59
"18841",5,1
"18842",86,7
"18843",6,42
"18844",108,16
"18845",27,15
"18846",12,85
"18847",0,4
"18848",52,97
"18849",122,190
"18850",48,33
"18851",17,3
"18852",126,1437
"18853",77,2006
"18854",0,11
"18855",22,121
"18856",1165,1295
"18857",160,2124
"18858",2,33
"18859",67,162
"18860",0,1
"18861",6,80
"18862",15,45
"18863",3,24
"18864",77,23
"18865",396,592
"18866",14,41
"18867",15,52
"18868",6,61
"18869",8,67
"18870",96,360
"18871",21,58
"18872",5,7
"18873",60,86
"18874",60,170
"18875",2,54
"18876",9,34
"18877",40,300
"18878",63,317
"18879",375,4192
"18880",1,11
"18881",0,3
"18882",9,71
"18883",60,274
"18884",18,366
"18885",15,25
"18886",0,2
"18887",7,27
"18888",19,38
"18889",11,25
"18890",82,710
"18891",53,82
"18892",6,3
"18893",39,30
"18894",6,2
"18895",41,2
"18896",0,21
"18897",152,303
"18898",37,115
"18899",114,2763
"18900",71,96
"18901",0,3
"18902",178,65
"18903",24,73
"18904",114,170
"18905",3,1
"18906",63,526
"18907",14,375
"18908",44,323
"18909",5,17
"18910",6,1
"18911",1,5
"18912",158,318
"18913",4,231
"18914",21,74
"18915",4,34
"18916",17,34
"18917",76,509
"18918",1,15
"18919",24,268
"18920",1,7
"18921",19,327
"18922",16,40
"18923",103,112
"18924",3,29
"18925",120,129
"18926",0,5
"18927",43,149
"18928",14,1
"18929",37,491
"18930",7,378
"18931",52,127
"18932",139,239
"18933",74,6
"18934",16,58
"18935",147,33
"18936",2,5
"18937",3468,2552
"18938",30,31
"18939",1,57
"18940",1,9
"18941",18,0
"18942",10,12
"18943",5,1
"18944",1,3
"18945",165,858
"18946",3,13
"18947",46,129
"18948",4,12
"18949",82,3
"18950",9,22
"18951",15,3
"18952",7,0
"18953",0,2
"18954",1,10
"18955",8,184
"18956",1,104
"18957",52,71
"18958",3,12
"18959",4,3
"18960",220,17
"18961",7,14
"18962",32,66
"18963",93,317
"18964",2,22
"18965",2,3
"18966",6,10
"18967",21,23
"18968",17,202
"18969",89,99
"18970",15,55
"18971",138,416
"18972",83,188
"18973",5,12
"18974",118,123
"18975",5,19
"18976",211,786
"18977",3,6
"18978",343,105
"18979",0,3
"18980",14,12
"18981",4,40
"18982",43,88
"18983",23,42
"18984",133,1379
"18985",204,340
"18986",23,23
"18987",11,47
"18988",23,147
"18989",115,901
"18990",12,33
"18991",340,1316
"18992",55,144
"18993",6,35
"18994",1,0
"18995",5,11
"18996",4,13
"18997",0,19
"18998",30,131
"18999",10,6
"19000",154,854
"19001",5,4
"19002",11,30
"19003",28,59
"19004",40,423
"19005",71,1
"19006",10,10
"19007",4,29
"19008",34,63
"19009",79,1176
"19010",86,69
"19011",32,279
"19012",58,123
"19013",135,736
"19014",10,50
"19015",7,74
"19016",27,187
"19017",65,19
"19018",0,5
"19019",5,65
"19020",5,20
"19021",1,4
"19022",41,990
"19023",14,6
"19024",14,90
"19025",26,535
"19026",58,14
"19027",1,5
"19028",33,8
"19029",224,440
"19030",48,284
"19031",12,73
"19032",17,264
"19033",23,282
"19034",459,3753
"19035",9,302
"19036",3,24
"19037",3,64
"19038",61,178
"19039",31,5
"19040",1,5
"19041",56,312
"19042",12,73
"19043",4,14
"19044",39,126
"19045",1,8
"19046",256,906
"19047",25,82
"19048",17,41
"19049",162,13
"19050",34,119
"19051",10,13
"19052",5,33
"19053",20,72
"19054",2,31
"19055",116,429
"19056",18,262
"19057",39,64
"19058",0,3
"19059",0,1
"19060",123,161
"19061",7,80
"19062",0,1
"19063",7,8
"19064",7,0
"19065",403,3812
"19066",35,19
"19067",6,11
"19068",15,55
"19069",83,192
"19070",4,22
"19071",11,219
"19072",38,33
"19073",40,427
"19074",1,59
"19075",10,24
"19076",14,11
"19077",13,187
"19078",38,79
"19079",21,88
"19080",142,7
"19081",5,10
"19082",32,56
"19083",63,136
"19084",218,1696
"19085",146,1398
"19086",37,94
"19087",6,20
"19088",2,2
"19089",27,70
"19090",24,100
"19091",17,57
"19092",0,1
"19093",74,882
"19094",25,25
"19095",5,17
"19096",87,40
"19097",4,19
"19098",38,52
"19099",24,196
"19100",6,10
"19101",66,28
"19102",50,1323
"19103",8,17
"19104",92,144
"19105",46,141
"19106",93,715
"19107",205,456
"19108",1,1
"19109",265,657
"19110",7,25
"19111",160,1580
"19112",3,11
"19113",254,1785
"19114",2,0
"19115",3,41
"19116",81,665
"19117",17,72
"19118",1,32
"19119",108,943
"19120",18,16
"19121",114,11
"19122",19,77
"19123",26,84
"19124",62,470
"19125",35,155
"19126",178,656
"19127",5,11
"19128",512,95
"19129",3,13
"19130",36,22
"19131",233,82
"19132",142,753
"19133",98,810
"19134",26,4
"19135",1,4
"19136",1,15
"19137",38,191
"19138",35,12
"19139",138,1008
"19140",1,11
"19141",4,12
"19142",2,40
"19143",46,23
"19144",10,12
"19145",0,4
"19146",6,12
"19147",15,11
"19148",8,3
"19149",113,161
"19150",1,11
"19151",62,177
"19152",33,405
"19153",1,22
"19154",1,3
"19155",1,3
"19156",65,43
"19157",25,4
"19158",2,5
"19159",3,6
"19160",22,12
"19161",1,9
"19162",20,479
"19163",392,15
"19164",26,67
"19165",54,10
"19166",375,226
"19167",50,39
"19168",4,67
"19169",23,520
"19170",1,13
"19171",2,1
"19172",32,296
"19173",2,17
"19174",11,374
"19175",3,1
"19176",22,151
"19177",62,98
"19178",86,146
"19179",386,620
"19180",54,424
"19181",1,4
"19182",38,456
"19183",210,923
"19184",21,11
"19185",24,55
"19186",3,23
"19187",40,127
"19188",1,0
"19189",3,5
"19190",1,58
"19191",2780,1455
"19192",4,334
"19193",5,3
"19194",6,2
"19195",142,708
"19196",31,284
"19197",18,26
"19198",26,50
"19199",1,2
"19200",57,311
"19201",18,135
"19202",24,72
"19203",1,0
"19204",4,4
"19205",99,57
"19206",44,98
"19207",237,174
"19208",42,267
"19209",7,122
"19210",5,117
"19211",62,211
"19212",10,36
"19213",2,9
"19214",3,3
"19215",19,40
"19216",60,139
"19217",50,158
"19218",6,4
"19219",1,1
"19220",57,8
"19221",0,2
"19222",7,69
"19223",21,166
"19224",2,4
"19225",1,2
"19226",66,151
"19227",1,3
"19228",115,7
"19229",92,492
"19230",35,328
"19231",12,76
"19232",84,35
"19233",0,6
"19234",17,23
"19235",23,17
"19236",47,31
"19237",20,32
"19238",77,488
"19239",35,303
"19240",67,9
"19241",3,10
"19242",101,295
"19243",1,14
"19244",352,123
"19245",44,184
"19246",34,67
"19247",15,55
"19248",17,36
"19249",28,28
"19250",21,43
"19251",193,549
"19252",20,30
"19253",278,454
"19254",54,115
"19255",24,14
"19256",11,13
"19257",0,3
"19258",183,15
"19259",3,22
"19260",4,25
"19261",76,6
"19262",74,72
"19263",1,14
"19264",60,687
"19265",7,63
"19266",327,471
"19267",41,60
"19268",44,279
"19269",1,0
"19270",1,0
"19271",2,11
"19272",88,3161
"19273",61,242
"19274",19,4
"19275",16,25
"19276",6,10
"19277",23,13
"19278",22,29
"19279",406,146
"19280",58,471
"19281",111,633
"19282",1,1
"19283",2,23
"19284",57,145
"19285",96,140
"19286",173,543
"19287",16,422
"19288",265,372
"19289",59,821
"19290",22,99
"19291",319,203
"19292",9,12
"19293",11,33
"19294",1,66
"19295",60,99
"19296",2,2
"19297",534,4032
"19298",56,113
"19299",12,30
"19300",24,82
"19301",15,21
"19302",8,24
"19303",188,1910
"19304",79,625
"19305",118,1754
"19306",5,4
"19307",41,48
"19308",25,39
"19309",41,8
"19310",628,427
"19311",205,988
"19312",16,31
"19313",14,44
"19314",0,25
"19315",13,94
"19316",13,84
"19317",8,21
"19318",7,12
"19319",0,22
"19320",59,8
"19321",140,1426
"19322",70,254
"19323",2,18
"19324",4,19
"19325",444,420
"19326",10,187
"19327",26,490
"19328",271,21
"19329",152,223
"19330",9,22
"19331",265,185
"19332",51,221
"19333",0,101
"19334",5,9
"19335",3,16
"19336",0,1
"19337",31,458
"19338",37,137
"19339",20,135
"19340",313,346
"19341",2,24
"19342",1,2
"19343",52,82
"19344",30,122
"19345",3,1
"19346",5,7
"19347",2,2
"19348",3,65
"19349",16,106
"19350",7,165
"19351",26,271
"19352",52,229
"19353",1,12
"19354",14,10
"19355",173,541
"19356",29,76
"19357",4,4
"19358",63,64
"19359",6,7
"19360",8,4
"19361",97,709
"19362",1,0
"19363",15,159
"19364",9,19
"19365",0,1
"19366",100,169
"19367",2,52
"19368",1,19
"19369",1025,2342
"19370",26,37
"19371",20,2
"19372",7,2
"19373",6,29
"19374",3,6
"19375",194,603
"19376",363,704
"19377",23,61
"19378",0,2
"19379",164,20
"19380",5,38
"19381",35,287
"19382",18,50
"19383",48,107
"19384",2,40
"19385",7,229
"19386",83,242
"19387",2,6
"19388",102,226
"19389",114,213
"19390",17,160
"19391",169,197
"19392",10,23
"19393",1,46
"19394",2,2
"19395",192,274
"19396",30,252
"19397",0,11
"19398",1,42
"19399",459,200
"19400",90,101
"19401",41,1237
"19402",154,124
"19403",0,11
"19404",1,0
"19405",3,14
"19406",55,358
"19407",28,28
"19408",10,15
"19409",839,1308
"19410",8,71
"19411",494,1227
"19412",2,0
"19413",15,4
"19414",72,255
"19415",3,12
"19416",13,122
"19417",48,95
"19418",9,10
"19419",379,1463
"19420",1551,1258
"19421",18,20
"19422",1,2
"19423",0,3
"19424",4,5
"19425",300,4184
"19426",18,4
"19427",15,23
"19428",278,1581
"19429",1645,6769
"19430",14,16
"19431",492,4143
"19432",5,18
"19433",95,80
"19434",12,36
"19435",131,929
"19436",0,4
"19437",63,160
"19438",14,19
"19439",0,5
"19440",1,9
"19441",24,31
"19442",5,13
"19443",33,56
"19444",22,99
"19445",3,1
"19446",9,130
"19447",10,68
"19448",11,18
"19449",57,223
"19450",25,40
"19451",140,216
"19452",4,27
"19453",13,18
"19454",63,234
"19455",5,48
"19456",273,779
"19457",72,253
"19458",5,4
"19459",0,3
"19460",2,7
"19461",19,131
"19462",9,27
"19463",10,8
"19464",1,4
"19465",77,110
"19466",0,9
"19467",1,29
"19468",30,473
"19469",32,485
"19470",28,340
"19471",2,0
"19472",3,94
"19473",0,20
"19474",0,10
"19475",163,119
"19476",8,0
"19477",0,3
"19478",1,0
"19479",4,17
"19480",6,3
"19481",388,1108
"19482",10,35
"19483",26,44
"19484",0,2
"19485",34,25
"19486",0,6
"19487",1,7
"19488",3,9
"19489",95,92
"19490",1,0
"19491",18,48
"19492",4,21
"19493",9,20
"19494",2,2
"19495",21,46
"19496",3,3
"19497",288,2023
"19498",8,15
"19499",36,176
"19500",3,3
"19501",62,327
"19502",185,2933
"19503",1,2
"19504",51,74
"19505",22,27
"19506",170,649
"19507",139,387
"19508",61,94
"19509",286,156
"19510",3,47
"19511",1,27
"19512",5,45
"19513",256,915
"19514",53,99
"19515",25,325
"19516",14,29
"19517",43,99
"19518",145,92
"19519",259,96
"19520",14,156
"19521",43,24
"19522",45,133
"19523",0,2
"19524",46,12
"19525",102,86
"19526",6,45
"19527",21,254
"19528",1,2
"19529",4,2
"19530",2,1
"19531",29,25
"19532",43,126
"19533",31,53
"19534",1,3
"19535",26,16
"19536",1,1
"19537",122,1130
"19538",0,1
"19539",10,10
"19540",15,15
"19541",6,5
"19542",0,6
"19543",153,2
"19544",7,104
"19545",62,105
"19546",1,4
"19547",301,2075
"19548",162,264
"19549",63,786
"19550",25,35
"19551",55,115
"19552",30,224
"19553",8,12
"19554",1308,791
"19555",2,2
"19556",2,7
"19557",1,4
"19558",70,352
"19559",245,1809
"19560",2,2
"19561",10,107
"19562",1,8
"19563",731,227
"19564",189,2415
"19565",23,205
"19566",21,628
"19567",2,16
"19568",13,22
"19569",0,2
"19570",38,52
"19571",1,18
"19572",11,47
"19573",1,15
"19574",14,37
"19575",0,2
"19576",5,9
"19577",1,1
"19578",34,216
"19579",0,4
"19580",71,134
"19581",19,49
"19582",3,13
"19583",0,5
"19584",1,6
"19585",24,298
"19586",19,61
"19587",1,8
"19588",50,172
"19589",4,14
"19590",0,3
"19591",7,44
"19592",34,86
"19593",3,2
"19594",6,18
"19595",14,172
"19596",0,10
"19597",91,344
"19598",35,26
"19599",72,94
"19600",83,148
"19601",114,1146
"19602",15,44
"19603",1,2
"19604",14,48
"19605",7,8
"19606",34,131
"19607",0,15
"19608",24,16
"19609",29,100
"19610",134,154
"19611",137,155
"19612",9,55
"19613",277,29
"19614",11,60
"19615",13,21
"19616",10,439
"19617",0,2
"19618",58,251
"19619",48,108
"19620",8,10
"19621",31,96
"19622",14,16
"19623",8,5
"19624",0,8
"19625",93,381
"19626",169,520
"19627",23,444
"19628",1,24
"19629",22,65
"19630",23,43
"19631",55,3
"19632",0,3
"19633",46,61
"19634",12,19
"19635",403,43
"19636",4,1
"19637",73,132
"19638",100,777
